"","X","genus","species","polygon_name","x","y","num","ID","temp_pca","water_pca","temp_pca_2C","temp_pca_4C","water_pca_2C","water_pca_4C","bentity2_name","area","date","sp.layer","mean_temp_pca_native","mean_water_pca_native","population","id","x.1","y.1","x.2","y.2","Status","dummy","current_status_projection","future_status_2C","future_status_4C","Harmful","proj_diff_2C","proj_diff_4C","warming_diff","Impact_4C.Animal.production","Impact_4C.Animals","Impact_4C.Competition","Impact_4C.Crops","Impact_4C.Diseases","Impact_4C.Ecosystems","Impact_4C.Forestry","Impact_4C.Health","Impact_4C.Hybridization","Impact_4C.Infrastructure","Impact_4C.Plants","Impact_4C.Social","Impact_4C.E.Total","Impact_4C.S.Total","Impact_2C.Animal.production","Impact_2C.Animals","Impact_2C.Competition","Impact_2C.Crops","Impact_2C.Diseases","Impact_2C.Ecosystems","Impact_2C.Forestry","Impact_2C.Health","Impact_2C.Hybridization","Impact_2C.Infrastructure","Impact_2C.Plants","Impact_2C.Social","Impact_2C.E.Total","Impact_2C.S.Total","Impact_current.Animal.production","Impact_current.Animals","Impact_current.Competition","Impact_current.Crops","Impact_current.Diseases","Impact_current.Ecosystems","Impact_current.Forestry","Impact_current.Health","Impact_current.Hybridization","Impact_current.Infrastructure","Impact_current.Plants","Impact_current.Social","Impact_current.E.Total","Impact_current.S.Total","Final_country","threat","IAS_list","Existing_mgmt","research","outreach","total_score","Animal.production","Animals","Competition","Crops","Diseases","Ecosystems","Forestry","Health","Hybridization","Infrastructure","Plants","Social","E.Total","S.Total"
"58","Acromyrmex.octospinosus","Acromyrmex","Acromyrmex.octospinosus","Cuba",-79.0312508775182,21.6207503453768,1,90,-2.18920355361011,2.68681076696993,-2.22313570885931,-2.30095105190129,3.23942535437123,2.81636752885278,"Cuba",110220098174.406,1913,"ground",-2.26850069245135,4.11377549864353,"Cuba_Acromyrmex.octospinosus","Acromyrmex.octospinosus_Cuba",-79.0312508775182,21.6207503453768,-79.0312508775182,21.6207503453768,"Naturalized",1,0.999999705522654,0.99999979477718,0.999999910343483,"Alien",8.92545253261545e-08,2.04820828630936e-07,1.15566303304782e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cuba",1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70","Adelomyrmex.myops","Adelomyrmex","Adelomyrmex.myops","Galapagos Islands",-90.8965867078987,-0.553294049115944,1,493,-2.17852144009537,-0.915941718386279,-2.25330062806606,-2.35901324351629,-0.396355064468096,-0.193319341587873,"Galapagos Islands",7801236930.14369,2008,"litter.soil",-2.15442995907342,3.79693558534627,"Galapagos Islands_Adelomyrmex.myops","Adelomyrmex.myops_Galapagos Islands",-90.8965867078987,-0.553294049115944,-90.8965867078987,-0.553294049115944,"Naturalized",1,0.999999494078122,0.999999761887538,0.999999917948213,"Alien",2.67809416643061e-07,4.23870090804357e-07,1.56060674161296e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ecuador",1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162","Amblyopone.australis.272","Amblyopone","Amblyopone.australis","New Zealand",172.645969738183,-41.8343276097385,1,272,-1.25721507556336,1.28991873986745,-1.31792056706145,-1.40544586314808,3.05095401528021,3.1690392599543,"New Zealand",268475548009.337,1887,"ground & litter",-1.71951194351503,-0.190675029695195,"New Zealand_Amblyopone.australis","Amblyopone.australis_New Zealand",172.645969738183,-41.8343276097385,172.645969738183,-41.8343276097385,"Naturalized",1,0.999474388702861,0.999675120923602,0.999837664968037,"Alien",0.000200732220741684,0.000363276265176071,0.000162544044434387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New Zealand",1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18","Anochetus.emarginatus","Anochetus","Anochetus.emarginatus","Bahamas",-76.5671064178707,24.2430773716039,1,27,-2.14039515807659,0.384041664421947,-2.17832657694817,-2.25594728958758,2.53113557228559,2.51724356988186,"Bahamas",12839158625.105,1998,"arboreal",-2.29166890470932,4.33543679540968,"Bahamas_Anochetus.emarginatus","Anochetus.emarginatus_Bahamas",-76.5671064178707,24.2430773716039,-76.5671064178707,24.2430773716039,"Naturalized",1,0.99999954524984,0.999999697603576,0.999999868788386,"Alien",1.52353735960453e-07,3.23538545954349e-07,1.71184809993896e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bahamas",1,1,0.5,1,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209","Anochetus.ghilianii","Anochetus","Anochetus.ghilianii","Spain",-3.55293696577648,40.3885101274253,1,386,-1.23040725237941,0.173790960615161,-1.2829809414913,-1.36049610267727,0.025488991149735,-0.134891740029792,"Spain",493663791891.804,1859,"ground & litter",-1.38733444594567,-1.1732312400098,"Spain_Anochetus.ghilianii","Anochetus.ghilianii_Spain",-3.55293696577648,40.3885101274253,-3.55293696577648,40.3885101274253,"Naturalized",1,0.994661433009106,0.99615820257997,0.997636601705172,"Alien",0.00149676957086353,0.00297516869606596,0.00147839912520242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Spain",1,1,0.5,1,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","Anochetus.graeffei.84","Anochetus","Anochetus.graeffei","Cook Islands",-159.173627313443,-18.8853918419756,1,84,-2.23709389567375,1.38415734469891,-2.27050280570984,-2.33221727609634,5.09846305847168,5.38223540782928,"Cook Islands",230409679.370345,1967,"ground & litter",-1.99125346705637,4.06142655339444,"Cook Islands_Anochetus.graeffei","Anochetus.graeffei_Cook Islands",-159.173627313443,-18.8853918419756,-159.173627313443,-18.8853918419756,"Naturalized",1,0.999999458070339,0.99999960242675,0.999999775655744,"Alien",1.44356410713975e-07,3.17585405085197e-07,1.73228994371222e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook Is.",1,1,0.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198","Anochetus.graeffei.363","Anochetus","Anochetus.graeffei","Seychelles",51.4949111477428,-6.94413830800205,1,363,-2.37739227129065,1.50075731815203,-2.44143097297005,-2.529299756755,5.33204947347226,5.51832159705784,"Seychelles",486231920.981334,2012,"ground & litter",-1.99125346705637,4.06142655339444,"Seychelles_Anochetus.graeffei","Anochetus.graeffei_Seychelles",51.4949111477428,-6.94413830800205,51.4949111477428,-6.94413830800205,"Naturalized",1,0.999999852437182,0.999999918507839,0.999999963917266,"Alien",6.6070656501438e-08,1.11480083608839e-07,4.54094271074013e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Seychelles",1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81","Anochetus.graeffei.535","Anochetus","Anochetus.graeffei","Society Islands",-149.909062730952,-17.4381230497134,1,535,-2.22413986023158,1.06902938917892,-2.24763622675856,-2.30884957640138,4.45677635767689,4.34033421620931,"Society Islands",1535763776.23791,1988,"ground & litter",-1.99125346705637,4.06142655339444,"Society Islands_Anochetus.graeffei","Anochetus.graeffei_Society Islands",-149.909062730952,-17.4381230497134,-149.909062730952,-17.4381230497134,"Naturalized",1,0.999999390398253,0.999999509730674,0.999999722060436,"Alien",1.1933242038964e-07,3.3166218227354e-07,2.123297618839e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fr. Polynesia",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208","Anochetus.graeffei.379","Anochetus","Anochetus.graeffei","South Africa",25.0927278094241,-29.0003481585414,1,379,-1.47487910575197,-1.00306727506166,-1.55160819261591,-1.67082969952549,0.0203780073945106,-0.0328407685453054,"South Africa",1220325689672.88,2012,"ground & litter",-1.99125346705637,4.06142655339444,"South Africa_Anochetus.graeffei","Anochetus.graeffei_South Africa",25.0927278094241,-29.0003481585414,25.0927278094241,-29.0003481585414,"Naturalized",1,0.999604577494437,0.999805827375211,0.999935704333611,"Alien",0.00020124988077308,0.000331126839173801,0.000129876958400721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"South Africa",1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA","Anochetus.graeffei.416","Anochetus","Anochetus.graeffei","Tokelau",-171.830236240874,-9.08831034958743,1,416,-2.56721186637878,2.35709881782532,-2.59933686256409,-2.67692685127258,7.91838073730469,8.05093383789062,"Tokelau",20007044.5547716,2006,"ground & litter",-1.99125346705637,4.06142655339444,"Tokelau_Anochetus.graeffei","Anochetus.graeffei_Tokelau",-171.830236240874,-9.08831034958743,-171.830236240874,-9.08831034958743,"Naturalized",1,0.999999974569044,0.999999981119794,0.999999990804415,"Alien",6.55075005351335e-09,1.62353709365348e-08,9.68462088302147e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tokelau",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","Anochetus.mayri.96","Anochetus","Anochetus.mayri","Denmark",10.0546778967173,55.9588560536395,0,96,-0.905823299364866,0.423799160757101,-0.944338680752335,-1.07028677100182,0.32385713779524,0.557647714197885,"Denmark",42867413656.7614,2018,"ground & litter",-2.13874855243286,3.24871525265491,"Denmark_Anochetus.mayri","Anochetus.mayri_Denmark",10.0546778967173,55.9588560536395,10.0546778967173,55.9588560536395,"Indoor",1,0.0346906653399283,0.0501732540472758,0.156932738654832,"Alien",0.0154825887073475,0.122242073314904,0.106759484607556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Denmark",1,0.5,0.5,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"242","Anochetus.mayri.114","Anochetus","Anochetus.mayri","Florida",-82.4844428545216,28.6482444271694,1,114,-1.61611228068182,1.89373454194631,-1.65636912367173,-1.73130576912172,2.92294230827684,2.64364238281206,"Florida",147120392371.661,1989,"ground & litter",-2.13874855243286,3.24871525265491,"Florida_Anochetus.mayri","Anochetus.mayri_Florida",-82.4844428545216,28.6482444271694,-82.4844428545216,28.6482444271694,"Naturalized",1,0.999884066308838,0.99992248584684,0.99996336210408,"Alien",3.84195380026542e-05,7.92957952422402e-05,4.0876257239586e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"United States",1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"241","Anochetus.mayri.431","Anochetus","Anochetus.mayri","United Kingdom",-2.89118610361329,54.1507518051866,0,431,-1.15143473086951,0.366926069598419,-1.18423384692243,-1.26441324155807,1.39805330371151,1.70600981189674,"United Kingdom",244186791012.534,1915,"ground & litter",-2.13874855243286,3.24871525265491,"United Kingdom_Anochetus.mayri","Anochetus.mayri_United Kingdom",-2.89118610361329,54.1507518051866,-2.89118610361329,54.1507518051866,"Indoor",1,0.0402050560741282,0.054955250968712,0.114775461497516,"Alien",0.0147501948945838,0.0745704054233877,0.0598202105288038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"United Kingdom",1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","Anochetus.sedilloti.139","Anochetus","Anochetus.sedilloti","Gujarat",71.5633067984075,22.6949270582822,1,139,-2.0025746803697,2.85985962604656,-2.10975381131244,-2.26471288244052,5.0136508384638,5.7243778657931,"Gujarat",185487296382.424,1900,"ground & litter",-2.10602560867465,-0.154425180785117,"Gujarat_Anochetus.sedilloti","Anochetus.sedilloti_Gujarat",71.5633067984075,22.6949270582822,71.5633067984075,22.6949270582822,"Naturalized",1,0.999996684376068,0.999998844980729,0.999999748551691,"Alien",2.16060466162737e-06,3.06417562290218e-06,9.03570961274802e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"India",1,1,0.5,1,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105.1","Anochetus.sedilloti.184","Anochetus","Anochetus.sedilloti","Karnataka",76.1398775069374,14.7054306495484,1,184,-2.21725743261417,3.57254822030146,-2.28832172157415,-2.39375759340797,7.92711668053432,8.0105953700014,"Karnataka",193602121574.891,1900,"ground & litter",-2.10602560867465,-0.154425180785117,"Karnataka_Anochetus.sedilloti","Anochetus.sedilloti_Karnataka",76.1398775069374,14.7054306495484,76.1398775069374,14.7054306495484,"Naturalized",1,0.999999593964219,0.999999798206894,0.999999928488092,"Alien",2.04242674994859e-07,3.34523873601889e-07,1.3028119860703e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"India",1,1,0.5,1,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105.2","Anochetus.sedilloti.214","Anochetus","Anochetus.sedilloti","Maharashtra",76.1327229192407,19.4536581647875,1,214,-2.11313913777464,4.18132597040755,-2.2092394352482,-2.33367530541762,8.58740707301937,9.14382065627456,"Maharashtra",312812641215.773,1900,"ground & litter",-2.10602560867465,-0.154425180785117,"Maharashtra_Anochetus.sedilloti","Anochetus.sedilloti_Maharashtra",76.1327229192407,19.4536581647875,76.1327229192407,19.4536581647875,"Naturalized",1,0.999998873855851,0.999999562520989,0.999999871399622,"Alien",6.88665137693611e-07,9.97543770475673e-07,3.08878632782061e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"India",1,1,0.5,1,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105.3","Anochetus.sedilloti.319","Anochetus","Anochetus.sedilloti","Punjab",75.4184666529673,30.8489679797273,1,319,-1.513570725209,0.670959715916867,-1.62647392315908,-1.77823971692506,3.46124588582967,4.18713544643677,"Punjab",51021444552.2123,2015,"ground & litter",-2.10602560867465,-0.154425180785117,"Punjab_Anochetus.sedilloti","Anochetus.sedilloti_Punjab",75.4184666529673,30.8489679797273,75.4184666529673,30.8489679797273,"Naturalized",1,0.999811120846769,0.999937798177505,0.999986025764977,"Alien",0.00012667733073668,0.000174904918208596,4.82275874719162e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"India",1,1,0.5,1,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105.4","Anochetus.sedilloti.328","Anochetus","Anochetus.sedilloti","Rajasthan",73.8484608045122,26.5871494028534,1,328,-1.72528841482434,0.237067737140789,-1.82617733412879,-1.98622216340416,2.30852130348201,2.81671634754321,"Rajasthan",342009664382.761,2004,"ground & litter",-2.10602560867465,-0.154425180785117,"Rajasthan_Anochetus.sedilloti","Anochetus.sedilloti_Rajasthan",73.8484608045122,26.5871494028534,73.8484608045122,26.5871494028534,"Naturalized",1,0.999957052959822,0.999984083553561,0.999996704060586,"Alien",2.7030593739874e-05,3.96511007645373e-05,1.26205070246632e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"India",1,1,0.5,1,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193","Anochetus.sedilloti.359","Anochetus","Anochetus.sedilloti","Saudi Arabia",44.5844990641359,24.022613119049,1,359,-1.65999985802203,-1.66528327989104,-1.74953111801539,-1.86798048065581,-1.3186974582632,-1.21112236508218,"Saudi Arabia",1955714507767.01,1985,"ground & litter",-2.10602560867465,-0.154425180785117,"Saudi Arabia_Anochetus.sedilloti","Anochetus.sedilloti_Saudi Arabia",44.5844990641359,24.022613119049,44.5844990641359,24.022613119049,"Naturalized",1,0.995136629510659,0.997978804005455,0.99936892900109,"Alien",0.00284217449479662,0.0042322994904318,0.00139012499563518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Saudi Arabia",1,1,0.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105.5","Anochetus.sedilloti.404","Anochetus","Anochetus.sedilloti","Tamil Nadu",78.4111253323731,11.0093553003125,1,404,-2.31777745675105,2.54383352390605,-2.36912346033852,-2.46314127501202,3.47617098440806,4.1957724319466,"Tamil Nadu",130661419940.716,1900,"ground & litter",-2.10602560867465,-0.154425180785117,"Tamil Nadu_Anochetus.sedilloti","Anochetus.sedilloti_Tamil Nadu",78.4111253323731,11.0093553003125,78.4111253323731,11.0093553003125,"Naturalized",1,0.999999848602124,0.999999908647997,0.999999963777411,"Alien",6.00458732735731e-08,1.15175286419245e-07,5.51294131456714e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"India",1,1,0.5,1,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145","Anoplolepis.gracilipes.3","Anoplolepis","Anoplolepis.gracilipes","Aguascalientes",-102.366808797577,22.0080229739115,1,3,-1.63535592808341,-0.341656459702763,-1.70356534258293,-1.80500728109457,1.07744420918017,0.89279762647339,"Aguascalientes",5486759830.74648,2015,"ground",-1.7504521383593,3.62520949814082,"Aguascalientes_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Aguascalientes",-102.366808797577,22.0080229739115,-102.366808797577,22.0080229739115,"Naturalized",1,0.999761344856451,0.999862464151855,0.999939408422111,"Harmful",0.000101119295404128,0.00017806356566008,7.6944270255952e-05,0.000356127131320161,0.000712254262640322,0.000890317828300402,0.000534190696980241,0,0.000712254262640322,0,0,0,0.000534190696980241,0.00017806356566008,0.000534190696980241,0.00249288991924113,0.00160257209094072,0.000202238590808257,0.000404477181616514,0.000505596477020642,0.000303357886212385,0,0.000404477181616514,0,0,0,0.000303357886212385,0.000101119295404128,0.000303357886212385,0.0014156701356578,0.000910073658637156,2,4,5,3,0,4,0,0,0,3,1,3,14,9,"Mexico",1,1,0.5,1,1,4.5,2,4,5,3,0,4,0,0,0,3,1,3,14,9
"81.1","Anoplolepis.gracilipes.477","Anoplolepis","Anoplolepis.gracilipes","Austral Islands",-148.191122271657,-24.6954910100304,1,477,-2.0024442076683,0.644113302230835,-2.03512838482857,-2.09567850828171,3.16015952825546,3.36879140138626,"Austral Islands",148376792.262425,1934,"ground",-1.7504521383593,3.62520949814082,"Austral Islands_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Austral Islands",-148.191122271657,-24.6954910100304,-148.191122271657,-24.6954910100304,"Naturalized",1,0.999983785516923,0.999987549377711,0.999992367327567,"Harmful",3.76386078826396e-06,8.58181064400387e-06,4.81794985573991e-06,1.71636212880077e-05,3.43272425760155e-05,4.29090532200194e-05,2.57454319320116e-05,0,3.43272425760155e-05,0,0,0,2.57454319320116e-05,8.58181064400387e-06,2.57454319320116e-05,0.000120145349016054,7.72362957960349e-05,7.52772157652792e-06,1.50554431530558e-05,1.88193039413198e-05,1.12915823647919e-05,0,1.50554431530558e-05,0,0,0,1.12915823647919e-05,3.76386078826396e-06,1.12915823647919e-05,5.26940510356955e-05,3.38747470943757e-05,2,4,5,3,0,4,0,0,0,3,1,3,14,9,"Fr. Polynesia",NA,NA,NA,NA,NA,NA,2,4,5,3,0,4,0,0,0,3,1,3,14,9
"145.1","Anoplolepis.gracilipes.30","Anoplolepis","Anoplolepis.gracilipes","Baja California",-115.093051946563,30.5401163800933,1,30,-1.59401106486819,-1.51064223265672,-1.64360723537195,-1.74309314968741,-1.18504968628998,-1.19324434064064,"Baja California",72977392627.7698,1893,"ground",-1.7504521383593,3.62520949814082,"Baja California_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Baja California",-115.093051946563,30.5401163800933,-115.093051946563,30.5401163800933,"Naturalized",1,0.978591817264401,0.985559235140058,0.993485261241349,"Harmful",0.00696741787565736,0.0148934439769479,0.00792602610129056,0.0297868879538958,0.0595737759077917,0.0744672198847396,0.0446803319308438,0,0.0595737759077917,0,0,0,0.0446803319308438,0.0148934439769479,0.0446803319308438,0.208508215677271,0.134040995792531,0.0139348357513147,0.0278696715026294,0.0348370893782868,0.0209022536269721,0,0.0278696715026294,0,0,0,0.0209022536269721,0.00696741787565736,0.0209022536269721,0.097543850259203,0.0627067608809162,2,4,5,3,0,4,0,0,0,3,1,3,14,9,"Mexico",1,1,0.5,1,1,4.5,2,4,5,3,0,4,0,0,0,3,1,3,14,9
"145.2","Anoplolepis.gracilipes.31","Anoplolepis","Anoplolepis.gracilipes","Baja California Sur",-112.049512582053,25.9271611857213,1,31,-1.79389644123713,-1.31314332947036,-1.82806549418767,-1.92550305802027,-0.885528245387133,-0.941473945996538,"Baja California Sur",72358306169.3201,1894,"ground",-1.7504521383593,3.62520949814082,"Baja California Sur_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Baja California Sur",-112.049512582053,25.9271611857213,-112.049512582053,25.9271611857213,"Naturalized",1,0.999910534334959,0.999932120204588,0.999969113128152,"Harmful",2.15858696288596e-05,5.85787931925985e-05,3.6992923563739e-05,0.000117157586385197,0.000234315172770394,0.000292893965962993,0.000175736379577796,0,0.000234315172770394,0,0,0,0.000175736379577796,5.85787931925985e-05,0.000175736379577796,0.000820103104696379,0.000527209138733387,4.31717392577191e-05,8.63434785154382e-05,0.000107929348144298,6.47576088865787e-05,0,8.63434785154382e-05,0,0,0,6.47576088865787e-05,2.15858696288596e-05,6.47576088865787e-05,0.000302202174804034,0.000194272826659736,2,4,5,3,0,4,0,0,0,3,1,3,14,9,"Mexico",1,1,0.5,1,1,4.5,2,4,5,3,0,4,0,0,0,3,1,3,14,9
"174","Anoplolepis.gracilipes.302","Anoplolepis","Anoplolepis.gracilipes","Bismarck Archipelago",150.747498094391,-4.93148655333056,1,302,-2.34991487887336,3.14018106748465,-2.40833125813916,-2.48808633726697,9.39914062517913,9.88536164265839,"Bismarck Archipelago",47621422282.1621,1901,"ground",-1.7504521383593,3.62520949814082,"Bismarck Archipelago_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Bismarck Archipelago",150.747498094391,-4.93148655333056,150.747498094391,-4.93148655333056,"Naturalized",1,0.999998996579795,0.999999374171388,0.999999671500894,"Harmful",3.7759159321471e-07,6.74921098453574e-07,2.97329505238864e-07,1.34984219690715e-06,2.69968439381429e-06,3.37460549226787e-06,2.02476329536072e-06,0,2.69968439381429e-06,0,0,0,2.02476329536072e-06,6.74921098453574e-07,2.02476329536072e-06,9.44889537835003e-06,6.07428988608216e-06,7.5518318642942e-07,1.51036637285884e-06,1.88795796607355e-06,1.13277477964413e-06,0,1.51036637285884e-06,0,0,0,1.13277477964413e-06,3.7759159321471e-07,1.13277477964413e-06,5.28628230500594e-06,3.39832433893239e-06,2,4,5,3,0,4,0,0,0,3,1,3,14,9,"Papua New Guinea",0,0,0,0,0,0,2,4,5,3,0,4,0,0,0,3,1,3,14,9
"146","Anoplolepis.gracilipes.482","Anoplolepis","Anoplolepis.gracilipes","Caroline Islands",157.665163020553,6.66440411694283,1,482,-2.47823696335157,3.2985790570577,-2.53107394774755,-2.60876183708509,10.7662011384964,11.7234601775805,"Caroline Islands",597801711.024758,1936,"ground",-1.7504521383593,3.62520949814082,"Caroline Islands_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Caroline Islands",157.665163020553,6.66440411694283,157.665163020553,6.66440411694283,"Naturalized",1,0.99999964416945,0.999999767834308,0.99999987608266,"Harmful",1.23664858020511e-07,2.31913209969292e-07,1.08248351948781e-07,4.63826419938584e-07,9.27652839877169e-07,1.15956604984646e-06,6.95739629907877e-07,0,9.27652839877169e-07,0,0,0,6.95739629907877e-07,2.31913209969292e-07,6.95739629907877e-07,3.24678493957009e-06,2.08721888972363e-06,2.47329716041023e-07,4.94659432082045e-07,6.18324290102557e-07,3.70994574061534e-07,0,4.94659432082045e-07,0,0,0,3.70994574061534e-07,1.23664858020511e-07,3.70994574061534e-07,1.73130801228716e-06,1.1129837221846e-06,2,4,5,3,0,4,0,0,0,3,1,3,14,9,"Micronesia",1,1,0.5,1,1,4.5,2,4,5,3,0,4,0,0,0,3,1,3,14,9
"106","Anoplolepis.gracilipes.72","Anoplolepis","Anoplolepis.gracilipes","Christmas Island",105.702529567582,-10.4460529853984,1,72,-2.25342774391174,2.4220031897227,-2.29961474736532,-2.37653597195943,6.16437451044718,6.50057252248128,"Christmas Island",115949869.828766,1934,"ground",-1.7504521383593,3.62520949814082,"Christmas Island_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Christmas Island",105.702529567582,-10.4460529853984,105.702529567582,-10.4460529853984,"Naturalized",1,0.999997815755746,0.999998496179138,0.999999192353693,"Harmful",6.80423391741236e-07,1.37659794652301e-06,6.9617455478177e-07,2.75319589304601e-06,5.50639178609202e-06,6.88298973261503e-06,4.12979383956902e-06,0,5.50639178609202e-06,0,0,0,4.12979383956902e-06,1.37659794652301e-06,4.12979383956902e-06,1.92723712513221e-05,1.23893815187071e-05,1.36084678348247e-06,2.72169356696494e-06,3.40211695870618e-06,2.04127017522371e-06,0,2.72169356696494e-06,0,0,0,2.04127017522371e-06,6.80423391741236e-07,2.04127017522371e-06,9.52592748437731e-06,6.12381052567113e-06,2,4,5,3,0,4,0,0,0,3,1,3,14,9,"Indian Ocean Ter.",NA,NA,NA,NA,NA,NA,2,4,5,3,0,4,0,0,0,3,1,3,14,9
