"","X","genus","species","polygon_name","x","y","num","ID","temp_pca","water_pca","temp_pca_2C","temp_pca_4C","water_pca_2C","water_pca_4C","bentity2_name","area","date","sp.layer","mean_temp_pca_native","mean_water_pca_native","population","id","x.1","y.1","x.2","y.2","Status","dummy","current_status_projection","future_status_2C","future_status_4C","Harmful","proj_diff_2C","proj_diff_4C","warming_diff","Impact_4C.Animal.production","Impact_4C.Animals","Impact_4C.Competition","Impact_4C.Crops","Impact_4C.Diseases","Impact_4C.Ecosystems","Impact_4C.Forestry","Impact_4C.Health","Impact_4C.Hybridization","Impact_4C.Infrastructure","Impact_4C.Plants","Impact_4C.Social","Impact_4C.E.Total","Impact_4C.S.Total","Impact_2C.Animal.production","Impact_2C.Animals","Impact_2C.Competition","Impact_2C.Crops","Impact_2C.Diseases","Impact_2C.Ecosystems","Impact_2C.Forestry","Impact_2C.Health","Impact_2C.Hybridization","Impact_2C.Infrastructure","Impact_2C.Plants","Impact_2C.Social","Impact_2C.E.Total","Impact_2C.S.Total","Impact_current.Animal.production","Impact_current.Animals","Impact_current.Competition","Impact_current.Crops","Impact_current.Diseases","Impact_current.Ecosystems","Impact_current.Forestry","Impact_current.Health","Impact_current.Hybridization","Impact_current.Infrastructure","Impact_current.Plants","Impact_current.Social","Impact_current.E.Total","Impact_current.S.Total","Final_country","threat","IAS_list","Existing_mgmt","research","outreach","total_score","Animal.production","Animals","Competition","Crops","Diseases","Ecosystems","Forestry","Health","Hybridization","Infrastructure","Plants","Social","E.Total","S.Total"
"102.6","Plagiolepis.alluaudi.152","Plagiolepis","Plagiolepis.alluaudi","Hong Kong",114.117100366075,22.3781411607115,1,152,-1.66016463015942,3.92974976783103,-1.70051376870338,-1.79430076670139,6.92485683522326,7.12301307028913,"Hong Kong",1019264913.6047,1999,"ground",-2.14311647609374,1.78946950132105,"Hong Kong_Plagiolepis.alluaudi","Plagiolepis.alluaudi_Hong Kong",114.117100366075,22.3781411607115,114.117100366075,22.3781411607115,"Naturalized",1,0.999935930943373,0.99995724045531,0.999983295821646,"Alien",2.13095119374618e-05,4.73648782730596e-05,2.60553663355978e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hong Kong",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48.83","Plagiolepis.alluaudi.154","Plagiolepis","Plagiolepis.alluaudi","Hubei",112.262553345881,30.9733322945379,1,154,-0.976623587621767,0.930797830141572,-1.03599869494547,-1.15150034053604,2.73500114399544,2.81771876445836,"Hubei",186015127174.919,1995,"ground",-2.14311647609374,1.78946950132105,"Hubei_Plagiolepis.alluaudi","Plagiolepis.alluaudi_Hubei",112.262553345881,30.9733322945379,112.262553345881,30.9733322945379,"Naturalized",1,0.959623613868247,0.977320872390594,0.992760662449888,"Alien",0.0176972585223477,0.0331370485816409,0.0154397900592932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"China",1,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48.84","Plagiolepis.alluaudi.156","Plagiolepis","Plagiolepis.alluaudi","Hunan",111.702265380406,27.613350574692,1,156,-1.10837945588114,1.95967034997032,-1.1763746069136,-1.2873880087637,3.52964510990217,3.62737318148673,"Hunan",211166920439.669,1995,"ground",-2.14311647609374,1.78946950132105,"Hunan_Plagiolepis.alluaudi","Plagiolepis.alluaudi_Hunan",111.702265380406,27.613350574692,111.702265380406,27.613350574692,"Naturalized",1,0.97783493371443,0.988663090642785,0.996244971683582,"Alien",0.0108281569283558,0.0184100379691525,0.00758188104079671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"China",1,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105.78","Plagiolepis.alluaudi.475","Plagiolepis","Plagiolepis.alluaudi","India",79.5892894324378,22.8998417778407,1,475,-1.8121103717576,3.50370052248979,-1.90535315870952,-2.04140703589085,6.34740212235431,6.92202719527002,"India",3141969865403.25,1921,"ground",-2.14311647609374,1.78946950132105,"India_Plagiolepis.alluaudi","Plagiolepis.alluaudi_India",79.5892894324378,22.8998417778407,79.5892894324378,22.8998417778407,"Naturalized",1,0.999980455671617,0.999992323285686,0.999998036699041,"Alien",1.18676140694607e-05,1.75810274244403e-05,5.71341335497966e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"India",1,1,0.5,1,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108.14","Plagiolepis.alluaudi.164","Plagiolepis","Plagiolepis.alluaudi","Iran",54.1962085447699,32.7383348313149,1,164,-1.12499274399057,-1.21691497327372,-1.18840560922064,-1.29735584378887,-0.746682154998698,-0.785895908317439,"Iran",1678929872174.59,2018,"ground",-2.14311647609374,1.78946950132105,"Iran_Plagiolepis.alluaudi","Plagiolepis.alluaudi_Iran",54.1962085447699,32.7383348313149,54.1962085447699,32.7383348313149,"Naturalized",1,0.999108126923881,0.999527422437063,0.999841368148749,"Alien",0.00041929551318276,0.000733241224868175,0.000313945711685415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Iran",1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110.6","Plagiolepis.alluaudi.166","Plagiolepis","Plagiolepis.alluaudi","Ireland",-8.14758296067453,53.175386233609,0,166,-1.2409691314363,0.465539426031351,-1.27132695176131,-1.33301927781207,1.86208019534776,2.13346296391626,"Ireland",69669891068.8286,1908,"ground",-2.14311647609374,1.78946950132105,"Ireland_Plagiolepis.alluaudi","Plagiolepis.alluaudi_Ireland",-8.14758296067453,53.175386233609,-8.14758296067453,53.175386233609,"Indoor",1,0.0282206454562286,0.0378761935392299,0.0680825965651054,"Alien",0.00965554808300137,0.0398619511088768,0.0302064030258755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ireland",1,1,0.5,1,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56.2","Plagiolepis.alluaudi.169","Plagiolepis","Plagiolepis.alluaudi","Ivory Coast",-5.55456333180171,7.62611238492224,1,169,-2.35378555697664,3.14963136495327,-2.43612885943787,-2.54492734114025,3.75146053733112,3.53371583621284,"Ivory Coast",320854599921.484,2016,"ground",-2.14311647609374,1.78946950132105,"Ivory Coast_Plagiolepis.alluaudi","Plagiolepis.alluaudi_Ivory Coast",-5.55456333180171,7.62611238492224,-5.55456333180171,7.62611238492224,"Naturalized",1,0.999999914208495,0.999999962413221,0.999999987367871,"Alien",4.82047265437657e-08,7.31593764458083e-08,2.49546499020425e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cote d'Ivoire",1,0.5,0.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48.85","Plagiolepis.alluaudi.175","Plagiolepis","Plagiolepis.alluaudi","Jiangsu",119.439297004581,32.9774146100161,1,175,-0.864459719932383,0.614858841489056,-0.920522139987225,-1.0443421648248,2.76463263206751,2.74145441388817,"Jiangsu",99628576345.3948,2006,"ground",-2.14311647609374,1.78946950132105,"Jiangsu_Plagiolepis.alluaudi","Plagiolepis.alluaudi_Jiangsu",119.439297004581,32.9774146100161,119.439297004581,32.9774146100161,"Naturalized",1,0.911861619652732,0.94776993318351,0.984317645468729,"Alien",0.0359083135307778,0.0724560258159965,0.0365477122852187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"China",1,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115.170","Plagiolepis.alluaudi.183","Plagiolepis","Plagiolepis.alluaudi","Kanto",139.685581777695,36.1508518567634,0,183,-0.898458740379438,0.809878131963758,-0.947796083095237,-1.0585524240652,3.368581286735,3.57024231756854,"Kanto",32452344257.7272,2015,"ground",-2.14311647609374,1.78946950132105,"Kanto_Plagiolepis.alluaudi","Plagiolepis.alluaudi_Kanto",139.685581777695,36.1508518567634,139.685581777695,36.1508518567634,"Indoor",1,0.679402528659197,0.776519938031287,0.913372876814961,"Alien",0.0971174093720893,0.233970348155763,0.136852938783674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Japan",1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162.31","Plagiolepis.alluaudi.503","Plagiolepis","Plagiolepis.alluaudi","Kermadec Islands",-178.014796713504,-29.4484309688875,1,503,-1.97387651602427,0.815043727556864,-2.03045757611593,-2.10067661603292,3.58509254455566,3.74536188443502,"Kermadec Islands",48200458.613807,1971,"ground",-2.14311647609374,1.78946950132105,"Kermadec Islands_Plagiolepis.alluaudi","Plagiolepis.alluaudi_Kermadec Islands",-178.014796713504,-29.4484309688875,-178.014796713504,-29.4484309688875,"Naturalized",1,0.999996159170217,0.999997821538628,0.999998922261334,"Alien",1.66236841114831e-06,2.7630911172416e-06,1.10072270609329e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New Zealand",1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA.133","Plagiolepis.alluaudi.506","Plagiolepis","Plagiolepis.alluaudi","Lesser Antilles",-62.4617835780263,15.0627561995142,1,506,-2.34968950873927,0.686191208377836,-2.39032502111636,-2.4695204979495,2.4946107797729,2.0644053339468,"Lesser Antilles",7777213988.10502,1972,"ground",-2.14311647609374,1.78946950132105,"Lesser Antilles_Plagiolepis.alluaudi","Plagiolepis.alluaudi_Lesser Antilles",-62.4617835780263,15.0627561995142,-62.4617835780263,15.0627561995142,"Naturalized",1,0.999999910757694,0.999999940611849,0.999999973147056,"Alien",2.98541547039122e-08,6.23893612328175e-08,3.25352065289053e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"161.24","Plagiolepis.alluaudi.511","Plagiolepis","Plagiolepis.alluaudi","Loyalty Islands",167.440601089508,-21.1064025930649,1,511,-2.02976663226173,1.18912920213881,-2.08093209493728,-2.15488890239171,4.18815147763207,4.41192395573571,"Loyalty Islands",2022712101.77288,1935,"ground",-2.14311647609374,1.78946950132105,"Loyalty Islands_Plagiolepis.alluaudi","Plagiolepis.alluaudi_Loyalty Islands",167.440601089508,-21.1064025930649,167.440601089508,-21.1064025930649,"Naturalized",1,0.999997802941228,0.999998684356629,0.999999373050561,"Alien",8.81415400111329e-07,1.5701093329934e-06,6.88693932882067e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New Caledonia",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136.23","Plagiolepis.alluaudi.211","Plagiolepis","Plagiolepis.alluaudi","Madagascar",46.7052436833576,-19.3740197083142,1,211,-2.00855436084937,2.95353374323892,-2.08688586267092,-2.18817485334742,5.62433012627996,5.61745235412726,"Madagascar",593087247231.258,1921,"ground",-2.14311647609374,1.78946950132105,"Madagascar_Plagiolepis.alluaudi","Plagiolepis.alluaudi_Madagascar",46.7052436833576,-19.3740197083142,46.7052436833576,-19.3740197083142,"Naturalized",1,0.999997342583968,0.999998787971513,0.999999560822015,"Alien",1.44538754520696e-06,2.21823804735788e-06,7.72850502150924e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Madagascar",1,1,0.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81.79","Plagiolepis.alluaudi.514","Plagiolepis","Plagiolepis.alluaudi","Marquesas Islands",-139.561510751687,-9.38120609904548,1,514,-2.35087118049463,0.663899066140099,-2.40209096670151,-2.47965486347675,2.73441993072629,2.98689210911592,"Marquesas Islands",1120492977.17711,1925,"ground",-2.14311647609374,1.78946950132105,"Marquesas Islands_Plagiolepis.alluaudi","Plagiolepis.alluaudi_Marquesas Islands",-139.561510751687,-9.38120609904548,-139.561510751687,-9.38120609904548,"Naturalized",1,0.99999991176556,0.999999947192231,0.999999975728782,"Alien",3.54266703750383e-08,6.3963221053065e-08,2.85365506780266e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fr. Polynesia",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83.64","Plagiolepis.alluaudi.515","Plagiolepis","Plagiolepis.alluaudi","Mascarene Islands",56.5626577618211,-20.7413824960746,1,515,-1.87939603464052,1.15452306623282,-1.91999435112466,-1.99066183400466,4.27894652878874,4.39859093120525,"Mascarene Islands",4576449391.09951,1895,"ground",-2.14311647609374,1.78946950132105,"Mascarene Islands_Plagiolepis.alluaudi","Plagiolepis.alluaudi_Mascarene Islands",56.5626577618211,-20.7413824960746,56.5626577618211,-20.7413824960746,"Naturalized",1,0.999990883209307,0.999993930761317,0.999997010856427,"Alien",3.04755200941642e-06,6.12764712004665e-06,3.08009511063023e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"France",1,0.5,0.5,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160.12","Plagiolepis.alluaudi.261","Plagiolepis","Plagiolepis.alluaudi","Netherlands",5.60749745247711,52.2533682095788,0,261,-1.06745634860629,0.0824816391346252,-1.11032114561493,-1.2180769774159,0.355916521389222,0.577104061797878,"Netherlands",35607343966.7376,1921,"ground",-2.14311647609374,1.78946950132105,"Netherlands_Plagiolepis.alluaudi","Plagiolepis.alluaudi_Netherlands",5.60749745247711,52.2533682095788,5.60749745247711,52.2533682095788,"Indoor",1,0.255866376719668,0.345707319772438,0.608734754350193,"Alien",0.0898409430527704,0.352868377630526,0.263027434577755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Netherlands",1,1,0.5,1,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"161.25","Plagiolepis.alluaudi.265","Plagiolepis","Plagiolepis.alluaudi","New Caledonia",165.460526643791,-21.3200289750906,1,265,-2.01184520472257,4.95706096341095,-2.06270613452318,-2.13651152348009,4.97767924696136,5.26960599195929,"New Caledonia",17066064385.0148,1920,"ground",-2.14311647609374,1.78946950132105,"New Caledonia_Plagiolepis.alluaudi","Plagiolepis.alluaudi_New Caledonia",165.460526643791,-21.3200289750906,165.460526643791,-21.3200289750906,"Naturalized",1,0.999997428335581,0.999998455327612,0.999999262792342,"Alien",1.02699203097245e-06,1.83445676071869e-06,8.07464729746243e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New Caledonia",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174.27","Plagiolepis.alluaudi.266","Plagiolepis","Plagiolepis.alluaudi","New Guinea",140.89298046053,-5.37604968365323,1,266,-2.28693094988619,2.36092377625857,-2.34971028061606,-2.44614893931354,7.40770732673247,7.9057586710454,"New Guinea",801827580988.959,1949,"ground",-2.14311647609374,1.78946950132105,"New Guinea_Plagiolepis.alluaudi","Plagiolepis.alluaudi_New Guinea",140.89298046053,-5.37604968365323,140.89298046053,-5.37604968365323,"Naturalized",1,0.999999832823342,0.999999910891111,0.99999996610309,"Alien",7.80677689160569e-08,1.33279748126824e-07,5.52119792107675e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Papua New Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162.32","Plagiolepis.alluaudi.272","Plagiolepis","Plagiolepis.alluaudi","New Zealand",172.645969738183,-41.8343276097385,1,272,-1.25721507556336,1.28991873986745,-1.31792056706145,-1.40544586314808,3.05095401528021,3.1690392599543,"New Zealand",268475548009.337,1966,"ground",-2.14311647609374,1.78946950132105,"New Zealand_Plagiolepis.alluaudi","Plagiolepis.alluaudi_New Zealand",172.645969738183,-41.8343276097385,172.645969738183,-41.8343276097385,"Naturalized",1,0.999481994801527,0.999718026262395,0.999882695212686,"Alien",0.000236031460867925,0.000400700411159027,0.000164668950291103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New Zealand",1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165.3","Plagiolepis.alluaudi.276","Plagiolepis","Plagiolepis.alluaudi","Nigeria",8.10547303782014,9.59427137252362,1,276,-2.27853775855503,4.09292487382495,-2.36654252557392,-2.48968998317023,4.37122882333943,4.34458983989428,"Nigeria",908320692886.668,1978,"ground",-2.14311647609374,1.78946950132105,"Nigeria_Plagiolepis.alluaudi","Plagiolepis.alluaudi_Nigeria",8.10547303782014,9.59427137252362,8.10547303782014,9.59427137252362,"Naturalized",1,0.999999817729445,0.999999924548974,0.999999978039059,"Alien",1.06819528333801e-07,1.60309613472798e-07,5.34900851389963e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nigeria",1,0,0.5,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48.86","Plagiolepis.alluaudi.277","Plagiolepis","Plagiolepis.alluaudi","Ningxia",106.155614203821,37.2697965262291,1,277,-0.368641357926372,-1.18684701165469,-0.441409975001763,-0.594841975226025,-0.0966757934077093,-0.0811058926176919,"Ningxia",52034694324.887,2009,"ground",-2.14311647609374,1.78946950132105,"Ningxia_Plagiolepis.alluaudi","Plagiolepis.alluaudi_Ningxia",106.155614203821,37.2697965262291,106.155614203821,37.2697965262291,"Naturalized",1,0.752955361536909,0.863390948877864,0.967120792825287,"Alien",0.110435587340955,0.214165431288378,0.103729843947423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"China",1,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166.10","Plagiolepis.alluaudi.278","Plagiolepis","Plagiolepis.alluaudi","Niue",-169.867251324566,-19.0517266817235,1,278,-2.26644264567982,1.78085141832178,-2.29587260159579,-2.35834351452914,5.92166562513872,6.23244376616044,"Niue",227100573.994844,1967,"ground",-2.14311647609374,1.78946950132105,"Niue_Plagiolepis.alluaudi","Plagiolepis.alluaudi_Niue",-169.867251324566,-19.0517266817235,-169.867251324566,-19.0517266817235,"Naturalized",1,0.999999794249027,0.999999846805042,0.999999918090875,"Alien",5.25560150954618e-08,1.23841847776696e-07,7.12858326812338e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Niue",1,0.5,0.5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167.8","Plagiolepis.alluaudi.280","Plagiolepis","Plagiolepis.alluaudi","Norfolk Island",167.953296169704,-29.0363785299627,1,280,-1.82923563321431,0.159469763437907,-1.87933985392253,-1.95159065723419,1.99749445915222,1.91181095441182,"Norfolk Island",41571266.6869345,2011,"ground",-2.14311647609374,1.78946950132105,"Norfolk Island_Plagiolepis.alluaudi","Plagiolepis.alluaudi_Norfolk Island",167.953296169704,-29.0363785299627,167.953296169704,-29.0363785299627,"Naturalized",1,0.999983862366214,0.999990233073227,0.999995265438703,"Alien",6.37070701337006e-06,1.14030724894798e-05,5.03236547610975e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Norfolk Island",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15.42","Plagiolepis.alluaudi.285","Plagiolepis","Plagiolepis.alluaudi","Northern Territory",133.366373114136,-19.4162490514546,1,285,-1.82419730737458,0.766927410635309,-1.91074284591155,-2.03734108828177,1.30670959734027,1.30627198377976,"Northern Territory",1348376172573.52,2016,"ground",-2.14311647609374,1.78946950132105,"Northern Territory_Plagiolepis.alluaudi","Plagiolepis.alluaudi_Northern Territory",133.366373114136,-19.4162490514546,133.366373114136,-19.4162490514546,"Naturalized",1,0.999984468272854,0.999993475853204,0.999998165610417,"Alien",9.00758035005111e-06,1.36973375628457e-05,4.68975721279463e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Australia",1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115.171","Plagiolepis.alluaudi.520","Plagiolepis","Plagiolepis.alluaudi","Ogasawara Islands",142.962602236566,26.8187482696795,1,520,-1.89895335833232,0.319889773925145,-1.93727242946625,-2.01410452524821,1.89846829573313,1.91685954729716,"Ogasawara Islands",93071675.1621431,1991,"ground",-2.14311647609374,1.78946950132105,"Ogasawara Islands_Plagiolepis.alluaudi","Plagiolepis.alluaudi_Ogasawara Islands",142.962602236566,26.8187482696795,142.962602236566,26.8187482696795,"Naturalized",1,0.999992298317904,0.999994754362739,0.999997571274264,"Alien",2.45604483506412e-06,5.27295635965874e-06,2.81691152459462e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Japan",1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115.172","Plagiolepis.alluaudi.293","Plagiolepis","Plagiolepis.alluaudi","Okinawa",127.589950148765,26.3003858100453,1,293,-1.79084857730638,1.34370927157856,-1.81075544158618,-1.88762798195794,5.05807484615417,5.19027126403082,"Okinawa",1620740402.93055,2015,"ground",-2.14311647609374,1.78946950132105,"Okinawa_Plagiolepis.alluaudi","Plagiolepis.alluaudi_Okinawa",127.589950148765,26.3003858100453,127.589950148765,26.3003858100453,"Naturalized",1,0.999979534550733,0.999983236069437,0.999992241411465,"Alien",3.70151870354718e-06,1.27068607317371e-05,9.00534202818992e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Japan",1,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48.87","Plagiolepis.alluaudi.322","Plagiolepis","Plagiolepis.alluaudi","Qinghai",96.0447482120277,35.7735422565547,1,322,0.0985494826842976,-0.814622322284432,-0.0083406033692217,-0.182971138501592,0.0821351219414154,0.234080658354898,"Qinghai",734122437526.758,2004,"ground",-2.14311647609374,1.78946950132105,"Qinghai_Plagiolepis.alluaudi","Plagiolepis.alluaudi_Qinghai",96.0447482120277,35.7735422565547,96.0447482120277,35.7735422565547,"Naturalized",1,0.591741726819349,0.808834178124152,0.960556703627222,"Alien",0.217092451304803,0.368814976807873,0.15172252550307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"China",1,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15.43","Plagiolepis.alluaudi.324","Plagiolepis","Plagiolepis.alluaudi","Queensland",144.549877470381,-22.5777215834867,1,324,-1.74477331721148,0.406433319662059,-1.80993557862655,-1.92871508381314,1.21545368919821,1.23024185454688,"Queensland",1728607828243.48,2016,"ground",-2.14311647609374,1.78946950132105,"Queensland_Plagiolepis.alluaudi","Plagiolepis.alluaudi_Queensland",144.549877470381,-22.5777215834867,144.549877470381,-22.5777215834867,"Naturalized",1,0.999969019496276,0.999983876166997,0.999995096897415,"Alien",1.48566707210973e-05,2.60774011393572e-05,1.12207304182599e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Australia",1,1,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189.11","Plagiolepis.alluaudi.529","Plagiolepis","Plagiolepis.alluaudi","Saint Helena Ascension Tristan da Cunha",-13.2438508844558,-23.8241210282848,1,529,-1.7328351855278,-0.34625455737114,-1.78637772798538,-1.85502916574478,1.14360795617104,1.10797768235207,"Saint Helena Ascension Tristan da Cunha",195911953.042385,1958,"ground",-2.14311647609374,1.78946950132105,"Saint Helena Ascension Tristan da Cunha_Plagiolepis.alluaudi","Plagiolepis.alluaudi_Saint Helena Ascension Tristan da Cunha",-13.2438508844558,-23.8241210282848,-13.2438508844558,-23.8241210282848,"Naturalized",1,0.999959314687895,0.999976209992044,0.999988043996657,"Alien",1.68953041491671e-05,2.87293087619656e-05,1.18340046127985e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Saint Helena",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NA.134","Plagiolepis.alluaudi.345","Plagiolepis","Plagiolepis.alluaudi","Samoan Islands",-172.044516042935,-13.7906696507522,1,345,-2.3567949541572,3.63576936235233,-2.387941339389,-2.45769212683853,9.93681181044806,10.1599150904182,"Samoan Islands",2978330856.66699,2006,"ground",-2.14311647609374,1.78946950132105,"Samoan Islands_Plagiolepis.alluaudi","Plagiolepis.alluaudi_Samoan Islands",-172.044516042935,-13.7906696507522,-172.044516042935,-13.7906696507522,"Naturalized",1,0.999999916857833,0.999999939151072,0.999999969754958,"Alien",2.22932384774666e-08,5.28971244584397e-08,3.06038859809732e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
