"","X","genus","species","polygon_name","x","y","num","ID","temp_pca","water_pca","temp_pca_2C","temp_pca_4C","water_pca_2C","water_pca_4C","bentity2_name","area","date","sp.layer","mean_temp_pca_native","mean_water_pca_native","population","id","x.1","y.1","x.2","y.2","Status","dummy","current_status_projection","future_status_2C","future_status_4C","Harmful","proj_diff_2C","proj_diff_4C","warming_diff","Impact_4C.Animal.production","Impact_4C.Animals","Impact_4C.Competition","Impact_4C.Crops","Impact_4C.Diseases","Impact_4C.Ecosystems","Impact_4C.Forestry","Impact_4C.Health","Impact_4C.Hybridization","Impact_4C.Infrastructure","Impact_4C.Plants","Impact_4C.Social","Impact_4C.E.Total","Impact_4C.S.Total","Impact_2C.Animal.production","Impact_2C.Animals","Impact_2C.Competition","Impact_2C.Crops","Impact_2C.Diseases","Impact_2C.Ecosystems","Impact_2C.Forestry","Impact_2C.Health","Impact_2C.Hybridization","Impact_2C.Infrastructure","Impact_2C.Plants","Impact_2C.Social","Impact_2C.E.Total","Impact_2C.S.Total","Impact_current.Animal.production","Impact_current.Animals","Impact_current.Competition","Impact_current.Crops","Impact_current.Diseases","Impact_current.Ecosystems","Impact_current.Forestry","Impact_current.Health","Impact_current.Hybridization","Impact_current.Infrastructure","Impact_current.Plants","Impact_current.Social","Impact_current.E.Total","Impact_current.S.Total","Final_country","threat","IAS_list","Existing_mgmt","research","outreach","total_score"
"58","Acromyrmex.octospinosus.90","Acromyrmex","Acromyrmex.octospinosus","Cuba",-79.0312508775182,21.6207503453768,1,90,-2.18920355361011,2.68681076696993,-2.22313570885931,-2.30095105190129,3.23942535437123,2.81636752885278,"Cuba",110220098174.406,1913,"ground",-2.26850069245135,4.11377549864353,"Cuba_Acromyrmex.octospinosus","Acromyrmex.octospinosus_Cuba",-79.0312508775182,21.6207503453768,-79.0312508775182,21.6207503453768,"Naturalized",1,0.999999735056697,0.999999815784447,0.999999919945029,"Alien",8.07277493741765e-08,1.84888332199762e-07,1.04160582825585e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cuba",1,1,1,1,1,5
"NA","Acromyrmex.octospinosus.506","Acromyrmex","Acromyrmex.octospinosus","Lesser Antilles",-62.4617835780263,15.0627561995142,1,506,-2.34968950873927,0.686191208377836,-2.39032502111636,-2.4695204979495,2.4946107797729,2.0644053339468,"Lesser Antilles",7777213988.10502,2020,"ground",-2.26850069245135,4.11377549864353,"Lesser Antilles_Acromyrmex.octospinosus","Acromyrmex.octospinosus_Lesser Antilles",-62.4617835780263,15.0627561995142,-62.4617835780263,15.0627561995142,"Naturalized",1,0.999999952322444,0.999999969146221,0.999999986788534,"Alien",1.68237771491775e-08,3.44660906481664e-08,1.76423134989889e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"70","Adelomyrmex.myops","Adelomyrmex","Adelomyrmex.myops","Galapagos Islands",-90.8965867078987,-0.553294049115944,1,493,-2.17852144009537,-0.915941718386279,-2.25330062806606,-2.35901324351629,-0.396355064468096,-0.193319341587873,"Galapagos Islands",7801236930.14369,2008,"litter.soil",-2.15442995907342,3.79693558534627,"Galapagos Islands_Adelomyrmex.myops","Adelomyrmex.myops_Galapagos Islands",-90.8965867078987,-0.553294049115944,-90.8965867078987,-0.553294049115944,"Naturalized",1,0.999999543381892,0.999999786211551,0.999999926871847,"Alien",2.42829658825272e-07,3.83489955124716e-07,1.40660296299444e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ecuador",1,1,1,0,0,3
"162","Amblyopone.australis.272","Amblyopone","Amblyopone.australis","New Zealand",172.645969738183,-41.8343276097385,1,272,-1.25721507556336,1.28991873986745,-1.31792056706145,-1.40544586314808,3.05095401528021,3.1690392599543,"New Zealand",268475548009.337,1887,"ground & litter",-1.71951194351503,-0.190675029695195,"New Zealand_Amblyopone.australis","Amblyopone.australis_New Zealand",172.645969738183,-41.8343276097385,172.645969738183,-41.8343276097385,"Naturalized",1,0.999485399907642,0.999683414966955,0.999842875113097,"Alien",0.00019801505931305,0.000357475205454705,0.000159460146141654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New Zealand",1,1,1,1,1,5
"18","Anochetus.emarginatus","Anochetus","Anochetus.emarginatus","Bahamas",-76.5671064178707,24.2430773716039,1,27,-2.14039515807659,0.384041664421947,-2.17832657694817,-2.25594728958758,2.53113557228559,2.51724356988186,"Bahamas",12839158625.105,1998,"arboreal",-2.29166890470932,4.33543679540968,"Bahamas_Anochetus.emarginatus","Anochetus.emarginatus_Bahamas",-76.5671064178707,24.2430773716039,-76.5671064178707,24.2430773716039,"Naturalized",1,0.999999589729427,0.999999727878842,0.999999882541968,"Alien",1.38149414685707e-07,2.92812540658716e-07,1.54663125973009e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bahamas",1,1,0.5,1,1,4.5
"209","Anochetus.ghilianii","Anochetus","Anochetus.ghilianii","Spain",-3.55293696577648,40.3885101274253,1,386,-1.23040725237941,0.173790960615161,-1.2829809414913,-1.36049610267727,0.025488991149735,-0.134891740029792,"Spain",493663791891.804,1859,"ground & litter",-1.38733444594567,-1.1732312400098,"Spain_Anochetus.ghilianii","Anochetus.ghilianii_Spain",-3.55293696577648,40.3885101274253,-3.55293696577648,40.3885101274253,"Naturalized",1,0.994742466052388,0.996232982203841,0.997697469837085,"Alien",0.00149051615145301,0.00295500378469604,0.00146448763324303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Spain",1,1,0.5,1,1,4.5
"53","Anochetus.graeffei.84","Anochetus","Anochetus.graeffei","Cook Islands",-159.173627313443,-18.8853918419756,1,84,-2.23709389567375,1.38415734469891,-2.27050280570984,-2.33221727609634,5.09846305847168,5.38223540782928,"Cook Islands",230409679.370345,1967,"ground & litter",-1.99125346705637,4.06142655339444,"Cook Islands_Anochetus.graeffei","Anochetus.graeffei_Cook Islands",-159.173627313443,-18.8853918419756,-159.173627313443,-18.8853918419756,"Naturalized",1,0.999999510889332,0.999999642045254,0.9999997989147,"Alien",1.31155922455939e-07,2.88025368555545e-07,1.56869446099606e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook Is.",1,1,0.5,0,0,2.5
"198","Anochetus.graeffei.363","Anochetus","Anochetus.graeffei","Seychelles",51.4949111477428,-6.94413830800205,1,363,-2.37739227129065,1.50075731815203,-2.44143097297005,-2.529299756755,5.33204947347226,5.51832159705784,"Seychelles",486231920.981334,2012,"ground & litter",-1.99125346705637,4.06142655339444,"Seychelles_Anochetus.graeffei","Anochetus.graeffei_Seychelles",51.4949111477428,-6.94413830800205,51.4949111477428,-6.94413830800205,"Naturalized",1,0.999999868184808,0.999999927542142,0.99999996812142,"Alien",5.9357333270782e-08,9.99366118747957e-08,4.05792786040138e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Seychelles",1,0,1,0,0,2
"81","Anochetus.graeffei.535","Anochetus","Anochetus.graeffei","Society Islands",-149.909062730952,-17.4381230497134,1,535,-2.22413986023158,1.06902938917892,-2.24763622675856,-2.30884957640138,4.45677635767689,4.34033421620931,"Society Islands",1535763776.23791,1988,"ground & litter",-1.99125346705637,4.06142655339444,"Society Islands_Anochetus.graeffei","Anochetus.graeffei_Society Islands",-149.909062730952,-17.4381230497134,-149.909062730952,-17.4381230497134,"Naturalized",1,0.999999449481193,0.999999558002375,0.999999750537206,"Alien",1.08521182484722e-07,3.01056013340961e-07,1.92534830856239e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fr. Polynesia",NA,NA,NA,NA,NA,NA
"208","Anochetus.graeffei.379","Anochetus","Anochetus.graeffei","South Africa",25.0927278094241,-29.0003481585414,1,379,-1.47487910575197,-1.00306727506166,-1.55160819261591,-1.67082969952549,0.0203780073945106,-0.0328407685453054,"South Africa",1220325689672.88,2012,"ground & litter",-1.99125346705637,4.06142655339444,"South Africa_Anochetus.graeffei","Anochetus.graeffei_South Africa",25.0927278094241,-29.0003481585414,25.0927278094241,-29.0003481585414,"Naturalized",1,0.999615587069785,0.999812282965104,0.99993837779993,"Alien",0.00019669589531901,0.000322790730144851,0.000126094834825841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"South Africa",1,1,1,1,1,5
"NA.1","Anochetus.graeffei.416","Anochetus","Anochetus.graeffei","Tokelau",-171.830236240874,-9.08831034958743,1,416,-2.56721186637878,2.35709881782532,-2.59933686256409,-2.67692685127258,7.91838073730469,8.05093383789062,"Tokelau",20007044.5547716,2006,"ground & litter",-1.99125346705637,4.06142655339444,"Tokelau_Anochetus.graeffei","Anochetus.graeffei_Tokelau",-171.830236240874,-9.08831034958743,-171.830236240874,-9.08831034958743,"Naturalized",1,0.999999977594556,0.99999998340471,0.999999991962677,"Alien",5.81015446865507e-09,1.4368121803443e-08,8.55796733478797e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tokelau",NA,NA,NA,NA,NA,NA
"65","Anochetus.mayri.96","Anochetus","Anochetus.mayri","Denmark",10.0546778967173,55.9588560536395,0,96,-0.905823299364866,0.423799160757101,-0.944338680752335,-1.07028677100182,0.32385713779524,0.557647714197885,"Denmark",42867413656.7614,2018,"ground & litter",-2.13874855243286,3.24871525265491,"Denmark_Anochetus.mayri","Anochetus.mayri_Denmark",10.0546778967173,55.9588560536395,10.0546778967173,55.9588560536395,"Indoor",1,0.0335919018471897,0.0487337928773405,0.154070495374313,"Alien",0.0151418910301508,0.120478593527124,0.105336702496973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Denmark",1,0.5,0.5,1,1,4
"242","Anochetus.mayri.114","Anochetus","Anochetus.mayri","Florida",-82.4844428545216,28.6482444271694,1,114,-1.61611228068182,1.89373454194631,-1.65636912367173,-1.73130576912172,2.92294230827684,2.64364238281206,"Florida",147120392371.661,1989,"ground & litter",-2.13874855243286,3.24871525265491,"Florida_Anochetus.mayri","Anochetus.mayri_Florida",-82.4844428545216,28.6482444271694,-82.4844428545216,28.6482444271694,"Naturalized",1,0.999892961819725,0.999928635291343,0.999966445505338,"Alien",3.56734716181473e-05,7.34836856131071e-05,3.78102139949599e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"United States",1,1,1,1,1,5
"241","Anochetus.mayri.431","Anochetus","Anochetus.mayri","United Kingdom",-2.89118610361329,54.1507518051866,0,431,-1.15143473086951,0.366926069598419,-1.18423384692243,-1.26441324155807,1.39805330371151,1.70600981189674,"United Kingdom",244186791012.534,1915,"ground & litter",-2.13874855243286,3.24871525265491,"United Kingdom_Anochetus.mayri","Anochetus.mayri_United Kingdom",-2.89118610361329,54.1507518051866,-2.89118610361329,54.1507518051866,"Indoor",1,0.0390018120949162,0.0534512861494211,0.11238748483158,"Alien",0.0144494740545048,0.0733856727366637,0.0589361986821589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"United Kingdom",1,1,1,1,1,5
"105","Anochetus.sedilloti.139","Anochetus","Anochetus.sedilloti","Gujarat",71.5633067984075,22.6949270582822,1,139,-2.0025746803697,2.85985962604656,-2.10975381131244,-2.26471288244052,5.0136508384638,5.7243778657931,"Gujarat",185487296382.424,1900,"ground & litter",-2.10602560867465,-0.154425180785117,"Gujarat_Anochetus.sedilloti","Anochetus.sedilloti_Gujarat",71.5633067984075,22.6949270582822,71.5633067984075,22.6949270582822,"Naturalized",1,0.999996979702963,0.999998955796145,0.999999775151181,"Alien",1.97609318142167e-06,2.79544821724098e-06,8.19355035819314e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"India",1,1,0.5,1,0,3.5
"105.1","Anochetus.sedilloti.184","Anochetus","Anochetus.sedilloti","Karnataka",76.1398775069374,14.7054306495484,1,184,-2.21725743261417,3.57254822030146,-2.28832172157415,-2.39375759340797,7.92711668053432,8.0105953700014,"Karnataka",193602121574.891,1900,"ground & litter",-2.10602560867465,-0.154425180785117,"Karnataka_Anochetus.sedilloti","Anochetus.sedilloti_Karnataka",76.1398775069374,14.7054306495484,76.1398775069374,14.7054306495484,"Naturalized",1,0.999999634879119,0.999999819449609,0.999999936490938,"Alien",1.84570489669689e-07,3.01611818298575e-07,1.17041328628886e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"India",1,1,0.5,1,0,3.5
"105.2","Anochetus.sedilloti.214","Anochetus","Anochetus.sedilloti","Maharashtra",76.1327229192407,19.4536581647875,1,214,-2.11313913777464,4.18132597040755,-2.2092394352482,-2.33367530541762,8.58740707301937,9.14382065627456,"Maharashtra",312812641215.773,1900,"ground & litter",-2.10602560867465,-0.154425180785117,"Maharashtra_Anochetus.sedilloti","Anochetus.sedilloti_Maharashtra",76.1327229192407,19.4536581647875,76.1327229192407,19.4536581647875,"Naturalized",1,0.999998980423732,0.999999606599799,0.999999885369046,"Alien",6.26176066664819e-07,9.04945313906502e-07,2.78769247241684e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"India",1,1,0.5,1,0,3.5
"105.3","Anochetus.sedilloti.319","Anochetus","Anochetus.sedilloti","Punjab",75.4184666529673,30.8489679797273,1,319,-1.513570725209,0.670959715916867,-1.62647392315908,-1.77823971692506,3.46124588582967,4.18713544643677,"Punjab",51021444552.2123,2015,"ground & litter",-2.10602560867465,-0.154425180785117,"Punjab_Anochetus.sedilloti","Anochetus.sedilloti_Punjab",75.4184666529673,30.8489679797273,75.4184666529673,30.8489679797273,"Naturalized",1,0.999826018810104,0.999943160091096,0.999987366595664,"Alien",0.00011714128099205,0.000161347785560095,4.42065045680451e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"India",1,1,0.5,1,0,3.5
"105.4","Anochetus.sedilloti.328","Anochetus","Anochetus.sedilloti","Rajasthan",73.8484608045122,26.5871494028534,1,328,-1.72528841482434,0.237067737140789,-1.82617733412879,-1.98622216340416,2.30852130348201,2.81671634754321,"Rajasthan",342009664382.761,2004,"ground & litter",-2.10602560867465,-0.154425180785117,"Rajasthan_Anochetus.sedilloti","Anochetus.sedilloti_Rajasthan",73.8484608045122,26.5871494028534,73.8484608045122,26.5871494028534,"Naturalized",1,0.999960622243137,0.999985510024536,0.999997033187386,"Alien",2.48877813995296e-05,3.64109442492211e-05,1.15231628496915e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"India",1,1,0.5,1,0,3.5
"193","Anochetus.sedilloti.359","Anochetus","Anochetus.sedilloti","Saudi Arabia",44.5844990641359,24.022613119049,1,359,-1.65999985802203,-1.66528327989104,-1.74953111801539,-1.86798048065581,-1.3186974582632,-1.21112236508218,"Saudi Arabia",1955714507767.01,1985,"ground & litter",-2.10602560867465,-0.154425180785117,"Saudi Arabia_Anochetus.sedilloti","Anochetus.sedilloti_Saudi Arabia",44.5844990641359,24.022613119049,44.5844990641359,24.022613119049,"Naturalized",1,0.994589651953239,0.997764909310944,0.999307854381433,"Alien",0.00317525735770552,0.00471820242819454,0.00154294507048902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Saudi Arabia",1,1,0.5,0,0,2.5
"105.5","Anochetus.sedilloti.404","Anochetus","Anochetus.sedilloti","Tamil Nadu",78.4111253323731,11.0093553003125,1,404,-2.31777745675105,2.54383352390605,-2.36912346033852,-2.46314127501202,3.47617098440806,4.1957724319466,"Tamil Nadu",130661419940.716,1900,"ground & litter",-2.10602560867465,-0.154425180785117,"Tamil Nadu_Anochetus.sedilloti","Anochetus.sedilloti_Tamil Nadu",78.4111253323731,11.0093553003125,78.4111253323731,11.0093553003125,"Naturalized",1,0.999999864801617,0.999999918717979,0.999999967983677,"Alien",5.39163621526839e-08,1.03182060007256e-07,4.92656978545725e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"India",1,1,0.5,1,0,3.5
"145","Anoplolepis.gracilipes.3","Anoplolepis","Anoplolepis.gracilipes","Aguascalientes",-102.366808797577,22.0080229739115,1,3,-1.63535592808341,-0.341656459702763,-1.70356534258293,-1.80500728109457,1.07744420918017,0.89279762647339,"Aguascalientes",5486759830.74648,2015,"ground",-1.7504521383593,3.62520949814082,"Aguascalientes_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Aguascalientes",-102.366808797577,22.0080229739115,-102.366808797577,22.0080229739115,"Naturalized",1,0.999780356747977,0.999874081838994,0.999944956752755,"Harmful",9.37250910167942e-05,0.000164600004778581,7.0874913761787e-05,0.000329200009557162,0.000658400019114325,0.000823000023892906,0.000493800014335743,0,0.000658400019114325,0,0,0,0.000493800014335743,0.000164600004778581,0.000493800014335743,0.00230440006690014,0.00148140004300723,0.000187450182033588,0.000374900364067177,0.000468625455083971,0.000281175273050382,0,0.000374900364067177,0,0,0,0.000281175273050382,9.37250910167942e-05,0.000281175273050382,0.00131215127423512,0.000843525819151147,2,4,5,3,0,4,0,0,0,3,1,3,14,9,"Mexico",1,1,0.5,1,1,4.5
"81.1","Anoplolepis.gracilipes.477","Anoplolepis","Anoplolepis.gracilipes","Austral Islands",-148.191122271657,-24.6954910100304,1,477,-2.0024442076683,0.644113302230835,-2.03512838482857,-2.09567850828171,3.16015952825546,3.36879140138626,"Austral Islands",148376792.262425,1934,"ground",-1.7504521383593,3.62520949814082,"Austral Islands_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Austral Islands",-148.191122271657,-24.6954910100304,-148.191122271657,-24.6954910100304,"Naturalized",1,0.999985288450464,0.9999887317146,0.999993124142213,"Harmful",3.44326413570517e-06,7.83569174855892e-06,4.39242761285374e-06,1.56713834971178e-05,3.13427669942357e-05,3.91784587427946e-05,2.35070752456767e-05,0,3.13427669942357e-05,0,0,0,2.35070752456767e-05,7.83569174855892e-06,2.35070752456767e-05,0.000109699684479825,7.05212257370302e-05,6.88652827141034e-06,1.37730565428207e-05,1.72163206785259e-05,1.03297924071155e-05,0,1.37730565428207e-05,0,0,0,1.03297924071155e-05,3.44326413570517e-06,1.03297924071155e-05,4.82056978998724e-05,3.09893772213465e-05,2,4,5,3,0,4,0,0,0,3,1,3,14,9,"Fr. Polynesia",NA,NA,NA,NA,NA,NA
"145.1","Anoplolepis.gracilipes.30","Anoplolepis","Anoplolepis.gracilipes","Baja California",-115.093051946563,30.5401163800933,1,30,-1.59401106486819,-1.51064223265672,-1.64360723537195,-1.74309314968741,-1.18504968628998,-1.19324434064064,"Baja California",72977392627.7698,1893,"ground",-1.7504521383593,3.62520949814082,"Baja California_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Baja California",-115.093051946563,30.5401163800933,-115.093051946563,30.5401163800933,"Naturalized",1,0.979706633010739,0.986367531395016,0.993899109272914,"Harmful",0.00666089838427686,0.0141924762621751,0.00753157787789827,0.0283849525243502,0.0567699050487005,0.0709623813108756,0.0425774287865254,0,0.0567699050487005,0,0,0,0.0425774287865254,0.0141924762621751,0.0425774287865254,0.198694667670452,0.127732286359576,0.0133217967685537,0.0266435935371074,0.0333044919213843,0.0199826951528306,0,0.0266435935371074,0,0,0,0.0199826951528306,0.00666089838427686,0.0199826951528306,0.093252577379876,0.0599480854584917,2,4,5,3,0,4,0,0,0,3,1,3,14,9,"Mexico",1,1,0.5,1,1,4.5
"145.2","Anoplolepis.gracilipes.31","Anoplolepis","Anoplolepis.gracilipes","Baja California Sur",-112.049512582053,25.9271611857213,1,31,-1.79389644123713,-1.31314332947036,-1.82806549418767,-1.92550305802027,-0.885528245387133,-0.941473945996538,"Baja California Sur",72358306169.3201,1894,"ground",-1.7504521383593,3.62520949814082,"Baja California Sur_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Baja California Sur",-112.049512582053,25.9271611857213,-112.049512582053,25.9271611857213,"Naturalized",1,0.99991742098893,0.999937509310119,0.999971777021666,"Harmful",2.0088321188827e-05,5.43560327355141e-05,3.42677115466872e-05,0.000108712065471028,0.000217424130942057,0.000271780163677571,0.000163068098206542,0,0.000217424130942057,0,0,0,0.000163068098206542,5.43560327355141e-05,0.000163068098206542,0.000760984458297198,0.000489204294619627,4.01766423776539e-05,8.03532847553079e-05,0.000100441605944135,6.02649635664809e-05,0,8.03532847553079e-05,0,0,0,6.02649635664809e-05,2.0088321188827e-05,6.02649635664809e-05,0.000281236496643578,0.000180794890699443,2,4,5,3,0,4,0,0,0,3,1,3,14,9,"Mexico",1,1,0.5,1,1,4.5
"174","Anoplolepis.gracilipes.302","Anoplolepis","Anoplolepis.gracilipes","Bismarck Archipelago",150.747498094391,-4.93148655333056,1,302,-2.34991487887336,3.14018106748465,-2.40833125813916,-2.48808633726697,9.39914062517913,9.88536164265839,"Bismarck Archipelago",47621422282.1621,1901,"ground",-1.7504521383593,3.62520949814082,"Bismarck Archipelago_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Bismarck Archipelago",150.747498094391,-4.93148655333056,150.747498094391,-4.93148655333056,"Naturalized",1,0.999999112775577,0.999999449115234,0.999999712602052,"Harmful",3.3633965623725e-07,5.99826474934062e-07,2.63486818696812e-07,1.19965294986812e-06,2.39930589973625e-06,2.99913237467031e-06,1.79947942480219e-06,0,2.39930589973625e-06,0,0,0,1.79947942480219e-06,5.99826474934062e-07,1.79947942480219e-06,8.39757064907687e-06,5.39843827440656e-06,6.726793124745e-07,1.345358624949e-06,1.68169828118625e-06,1.00901896871175e-06,0,1.345358624949e-06,0,0,0,1.00901896871175e-06,3.3633965623725e-07,1.00901896871175e-06,4.7087551873215e-06,3.02705690613525e-06,2,4,5,3,0,4,0,0,0,3,1,3,14,9,"Papua New Guinea",0,0,0,0,0,0
"146","Anoplolepis.gracilipes.482","Anoplolepis","Anoplolepis.gracilipes","Caroline Islands",157.665163020553,6.66440411694283,1,482,-2.47823696335157,3.2985790570577,-2.53107394774755,-2.60876183708509,10.7662011384964,11.7234601775805,"Caroline Islands",597801711.024758,1936,"ground",-1.7504521383593,3.62520949814082,"Caroline Islands_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Caroline Islands",157.665163020553,6.66440411694283,157.665163020553,6.66440411694283,"Naturalized",1,0.999999688426608,0.999999797532331,0.999999892575661,"Harmful",1.0910572323386e-07,2.04149052773772e-07,9.50433295399122e-08,4.08298105547544e-07,8.16596211095089e-07,1.02074526386886e-06,6.12447158321316e-07,0,8.16596211095089e-07,0,0,0,6.12447158321316e-07,2.04149052773772e-07,6.12447158321316e-07,2.85808673883281e-06,1.83734147496395e-06,2.1821144646772e-07,4.3642289293544e-07,5.455286161693e-07,3.2731716970158e-07,0,4.3642289293544e-07,0,0,0,3.2731716970158e-07,1.0910572323386e-07,3.2731716970158e-07,1.52748012527404e-06,9.81951509104739e-07,2,4,5,3,0,4,0,0,0,3,1,3,14,9,"Micronesia",1,1,0.5,1,1,4.5
"106","Anoplolepis.gracilipes.72","Anoplolepis","Anoplolepis.gracilipes","Christmas Island",105.702529567582,-10.4460529853984,1,72,-2.25342774391174,2.4220031897227,-2.29961474736532,-2.37653597195943,6.16437451044718,6.50057252248128,"Christmas Island",115949869.828766,1934,"ground",-1.7504521383593,3.62520949814082,"Christmas Island_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Christmas Island",105.702529567582,-10.4460529853984,105.702529567582,-10.4460529853984,"Naturalized",1,0.999998054476092,0.999998665270047,0.999999287381676,"Harmful",6.10793955524436e-07,1.23290558462497e-06,6.2211162910053e-07,2.46581116924993e-06,4.93162233849986e-06,6.16452792312483e-06,3.6987167538749e-06,0,4.93162233849986e-06,0,0,0,3.6987167538749e-06,1.23290558462497e-06,3.6987167538749e-06,1.72606781847495e-05,1.10961502616247e-05,1.22158791104887e-06,2.44317582209774e-06,3.05396977762218e-06,1.83238186657331e-06,0,2.44317582209774e-06,0,0,0,1.83238186657331e-06,6.10793955524436e-07,1.83238186657331e-06,8.5511153773421e-06,5.49714559971992e-06,2,4,5,3,0,4,0,0,0,3,1,3,14,9,"Indian Ocean Ter.",NA,NA,NA,NA,NA,NA
"106.1","Anoplolepis.gracilipes.78","Anoplolepis","Anoplolepis.gracilipes","Cocos (Keeling) Islands",96.8582340463813,-12.1411500898507,1,78,-2.44450831413269,1.36672186851501,-2.48989105224609,-2.56473159790039,4.31640529632568,4.48645353317261,"Cocos (Keeling) Islands",18028667.5094986,1999,"ground",-1.7504521383593,3.62520949814082,"Cocos (Keeling) Islands_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Cocos (Keeling) Islands",96.8582340463813,-12.1411500898507,96.8582340463813,-12.1411500898507,"Naturalized",1,0.999999589654957,0.999999716629016,0.999999846116974,"Harmful",1.26974059266871e-07,2.56462017178549e-07,1.29487957911678e-07,5.12924034357098e-07,1.0258480687142e-06,1.28231008589275e-06,7.69386051535648e-07,0,1.0258480687142e-06,0,0,0,7.69386051535648e-07,2.56462017178549e-07,7.69386051535648e-07,3.59046824049969e-06,2.30815815460694e-06,2.53948118533742e-07,5.07896237067484e-07,6.34870296334356e-07,3.80922177800613e-07,0,5.07896237067484e-07,0,0,0,3.80922177800613e-07,1.26974059266871e-07,3.80922177800613e-07,1.7776368297362e-06,1.14276653340184e-06,2,4,5,3,0,4,0,0,0,3,1,3,14,9,"Indian Ocean Ter.",NA,NA,NA,NA,NA,NA
