"","genus","species","polygon_name","x","y","num","ID","temp_pca","water_pca","temp_pca_2C","temp_pca_4C","water_pca_2C","water_pca_4C","bentity2_name","area","date","last_update","sp.layer","mean_temp_pca_native","mean_water_pca_native","n.indoor","n.outdoor","population","id","x","y"
"214","Anochetus","Anochetus.sedilloti","Maharashtra",76.1327229192407,19.4536581647875,1,214,-2.11313913777464,4.18132597040755,-2.2092394352482,-2.33367530541762,8.58740707301937,9.14382065627456,"Maharashtra",312812641215.773,1900,2015,"ground & litter",-2.10602560867465,-0.154425180785117,0,32,"Maharashtra_Anochetus.sedilloti","Anochetus.sedilloti_Maharashtra",76.1327229192407,19.4536581647875
"319","Anochetus","Anochetus.sedilloti","Punjab",75.4184666529673,30.8489679797273,1,319,-1.513570725209,0.670959715916867,-1.62647392315908,-1.77823971692506,3.46124588582967,4.18713544643677,"Punjab",51021444552.2123,2015,2017,"ground & litter",-2.10602560867465,-0.154425180785117,0,24,"Punjab_Anochetus.sedilloti","Anochetus.sedilloti_Punjab",75.4184666529673,30.8489679797273
"328","Anochetus","Anochetus.sedilloti","Rajasthan",73.8484608045122,26.5871494028534,1,328,-1.72528841482434,0.237067737140789,-1.82617733412879,-1.98622216340416,2.30852130348201,2.81671634754321,"Rajasthan",342009664382.761,2004,2015,"ground & litter",-2.10602560867465,-0.154425180785117,0,17,"Rajasthan_Anochetus.sedilloti","Anochetus.sedilloti_Rajasthan",73.8484608045122,26.5871494028534
"359","Anochetus","Anochetus.sedilloti","Saudi Arabia",44.5844990641359,24.022613119049,1,359,-1.65999985802203,-1.66528327989104,-1.74953111801539,-1.86798048065581,-1.3186974582632,-1.21112236508218,"Saudi Arabia",1955714507767.01,1985,2017,"ground & litter",-2.10602560867465,-0.154425180785117,1,253,"Saudi Arabia_Anochetus.sedilloti","Anochetus.sedilloti_Saudi Arabia",44.5844990641359,24.022613119049
"404","Anochetus","Anochetus.sedilloti","Tamil Nadu",78.4111253323731,11.0093553003125,1,404,-2.31777745675105,2.54383352390605,-2.36912346033852,-2.46314127501202,3.47617098440806,4.1957724319466,"Tamil Nadu",130661419940.716,1900,2015,"ground & litter",-2.10602560867465,-0.154425180785117,0,32,"Tamil Nadu_Anochetus.sedilloti","Anochetus.sedilloti_Tamil Nadu",78.4111253323731,11.0093553003125
"3","Anoplolepis","Anoplolepis.gracilipes","Aguascalientes",-102.366808797577,22.0080229739115,1,3,-1.63535592808341,-0.341656459702763,-1.70356534258293,-1.80500728109457,1.07744420918017,0.89279762647339,"Aguascalientes",5486759830.74648,2015,2015,"ground",-1.75045213835937,3.62520949814082,1,5,"Aguascalientes_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Aguascalientes",-102.366808797577,22.0080229739115
"477","Anoplolepis","Anoplolepis.gracilipes","Austral Islands",-148.191122271657,-24.6954910100304,1,477,-2.0024442076683,0.644113302230835,-2.03512838482857,-2.09567850828171,3.16015952825546,3.36879140138626,"Austral Islands",148376792.262425,1934,2014,"ground",-1.75045213835937,3.62520949814082,0,354,"Austral Islands_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Austral Islands",-148.191122271657,-24.6954910100304
"30","Anoplolepis","Anoplolepis.gracilipes","Baja California",-115.093051946563,30.5401163800933,1,30,-1.59401106486819,-1.51064223265672,-1.64360723537195,-1.74309314968741,-1.18504968628998,-1.19324434064064,"Baja California",72977392627.7698,1893,2005,"ground",-1.75045213835937,3.62520949814082,4,45,"Baja California_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Baja California",-115.093051946563,30.5401163800933
"31","Anoplolepis","Anoplolepis.gracilipes","Baja California Sur",-112.049512582053,25.9271611857213,1,31,-1.79389644123713,-1.31314332947036,-1.82806549418767,-1.92550305802027,-0.885528245387133,-0.941473945996538,"Baja California Sur",72358306169.3201,1894,2019,"ground",-1.75045213835937,3.62520949814082,0,35,"Baja California Sur_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Baja California Sur",-112.049512582053,25.9271611857213
"302","Anoplolepis","Anoplolepis.gracilipes","Bismarck Archipelago",150.747498094391,-4.93148655333056,1,302,-2.34991487887336,3.14018106748465,-2.40833125813916,-2.48808633726697,9.39914062517913,9.88536164265839,"Bismarck Archipelago",47621422282.1621,1901,1935,"ground",-1.75045213835937,3.62520949814082,0,96,"Bismarck Archipelago_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Bismarck Archipelago",150.747498094391,-4.93148655333056
"482.1","Anoplolepis","Anoplolepis.gracilipes","Caroline Islands",157.665163020553,6.66440411694283,1,482,-2.47823696335157,3.2985790570577,-2.53107394774755,-2.60876183708509,10.7662011384964,11.7234601775805,"Caroline Islands",597801711.024758,1936,2007,"ground",-1.75045213835937,3.62520949814082,0,414,"Caroline Islands_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Caroline Islands",157.665163020553,6.66440411694283
"72","Anoplolepis","Anoplolepis.gracilipes","Christmas Island",105.702529567582,-10.4460529853984,1,72,-2.25342774391174,2.4220031897227,-2.29961474736532,-2.37653597195943,6.16437451044718,6.50057252248128,"Christmas Island",115949869.828766,1934,2014,"ground",-1.75045213835937,3.62520949814082,0,119,"Christmas Island_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Christmas Island",105.702529567582,-10.4460529853984
"78","Anoplolepis","Anoplolepis.gracilipes","Cocos (Keeling) Islands",96.8582340463813,-12.1411500898507,1,78,-2.44450831413269,1.36672186851501,-2.48989105224609,-2.56473159790039,4.31640529632568,4.48645353317261,"Cocos (Keeling) Islands",18028667.5094986,1999,2008,"ground",-1.75045213835937,3.62520949814082,0,48,"Cocos (Keeling) Islands_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Cocos (Keeling) Islands",96.8582340463813,-12.1411500898507
"79","Anoplolepis","Anoplolepis.gracilipes","Colima",-103.922403393217,19.1393602227211,1,79,-2.1858442239594,2.83781257658674,-2.24573667509514,-2.34114196133195,3.69935714236477,3.25976377119098,"Colima",5696655667.15985,1965,2019,"ground",-1.75045213835937,3.62520949814082,0,11,"Colima_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Colima",-103.922403393217,19.1393602227211
"84.1","Anoplolepis","Anoplolepis.gracilipes","Cook Islands",-159.173627313443,-18.8853918419756,1,84,-2.23709389567375,1.38415734469891,-2.27050280570984,-2.33221727609634,5.09846305847168,5.38223540782928,"Cook Islands",230409679.370345,1937,2008,"ground",-1.75045213835937,3.62520949814082,0,138,"Cook Islands_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Cook Islands",-159.173627313443,-18.8853918419756
"489","Anoplolepis","Anoplolepis.gracilipes","Daito Islands",131.256191505303,25.8059473111365,1,489,-1.86956516901652,1.60378428300222,-1.88839705785116,-1.96345516045888,5.47429196039836,5.79244248072306,"Daito Islands",40212989.098354,1999,2014,"ground",-1.75045213835937,3.62520949814082,0,42,"Daito Islands_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Daito Islands",131.256191505303,25.8059473111365
"112","Anoplolepis","Anoplolepis.gracilipes","Fiji",178.548062997738,-17.4526083324047,1,112,-2.26620518847185,3.18118907415452,-2.32020390448254,-2.39091004511328,6.8602001116826,7.13606023386482,"Fiji",19303659912.1638,1876,2014,"ground",-1.75045213835937,3.62520949814082,0,721,"Fiji_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Fiji",178.548062997738,-17.4526083324047
"113","Anoplolepis","Anoplolepis.gracilipes","Finland",26.2553612632658,64.4918062854808,0,113,-0.24049960466683,0.199216738814809,-0.374197159184697,-0.639944673932551,0.0946658278353456,0.173453248186879,"Finland",335939304807.022,2018,2018,"ground",-1.75045213835937,3.62520949814082,22,13,"Finland_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Finland",26.2553612632658,64.4918062854808
"118","Anoplolepis","Anoplolepis.gracilipes","Fujian",117.972209671957,26.0778037522804,1,118,-1.33472804749086,2.45131726990855,-1.38447340780651,-1.4868534951526,4.76448809541732,4.77217745464594,"Fujian",120904468118.875,1927,2012,"ground",-1.75045213835937,3.62520949814082,9,65,"Fujian_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Fujian",117.972209671957,26.0778037522804
"495","Anoplolepis","Anoplolepis.gracilipes","Gambier Islands",-134.986677424052,-23.1309376534163,1,495,-2.14444541931152,0.733321130275726,-2.19333338737488,-2.24669981002808,2.02271604537964,1.80730748176575,"Gambier Islands",25020638.8076538,1934,2014,"ground",-1.75045213835937,3.62520949814082,0,129,"Gambier Islands_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Gambier Islands",-134.986677424052,-23.1309376534163
"135","Anoplolepis","Anoplolepis.gracilipes","Guerrero",-99.9005103801398,17.6669851946101,1,135,-2.2293216396479,5.00439706001758,-2.28300668833604,-2.37182250500178,4.55428560974476,3.98234854594278,"Guerrero",64498454799.8317,1966,2015,"ground",-1.75045213835937,3.62520949814082,0,64,"Guerrero_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Guerrero",-99.9005103801398,17.6669851946101
"143","Anoplolepis","Anoplolepis.gracilipes","Hawaii",-156.348238710014,20.2584947991225,1,143,-1.91265441464747,0.714153686504437,-1.98303432671172,-2.06494923418323,4.4184322671698,4.58280011903938,"Hawaii",16654442051.9676,1950,2018,"ground",-1.75045213835937,3.62520949814082,50,5890,"Hawaii_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Hawaii",-156.348238710014,20.2584947991225
"170","Anoplolepis","Anoplolepis.gracilipes","Jalisco",-103.620275940537,20.599510248731,1,170,-1.85029665038311,2.54941115539124,-1.91843009261496,-2.02040762400759,3.48594933616522,3.04297919888732,"Jalisco",79632938186.0965,1994,2020,"ground",-1.75045213835937,3.62520949814082,1,116,"Jalisco_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Jalisco",-103.620275940537,20.599510248731
"178","Anoplolepis","Anoplolepis.gracilipes","Johnston Atoll",-169.511873170011,16.7434009551843,1,178,-2.37603902816772,-0.513503074645996,-2.44248110055923,-2.52413213253021,1.10069526266307,1.3432060033083,"Johnston Atoll",3027531.04793729,NA,-Inf,"ground",-1.75045213835937,3.62520949814082,0,4,"Johnston Atoll_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Johnston Atoll",-169.511873170011,16.7434009551843
"190","Anoplolepis","Anoplolepis.gracilipes","Kiribati",174.292200304812,0.0305060430017625,1,190,-2.51709407567978,0.807178814313374,-2.57597075402737,-2.66501182317734,4.7626081854105,6.43576973676682,"Kiribati",360834699.999978,1957,2005,"ground",-1.75045213835937,3.62520949814082,0,127,"Kiribati_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Kiribati",174.292200304812,0.0305060430017625
"193","Anoplolepis","Anoplolepis.gracilipes","Kyushu",130.806050889945,32.6432546719334,1,193,-1.04629526153234,2.64258197701928,-1.08231139315745,-1.18539348521126,8.06048839786721,8.62545339915217,"Kyushu",38850115713.1575,2017,2017,"ground",-1.75045213835937,3.62520949814082,6,173,"Kyushu_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Kyushu",130.806050889945,32.6432546719334
"197","Anoplolepis","Anoplolepis.gracilipes","Lakshadweep",72.8371312114721,10.240929596446,1,197,-2.42930539449056,1.74755195776622,-2.48174548149109,-2.56762544314067,5.22315502166748,5.31495761871338,"Lakshadweep",50397722.4623922,1992,1992,"ground",-1.75045213835937,3.62520949814082,0,1,"Lakshadweep_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Lakshadweep",72.8371312114721,10.240929596446
"508","Anoplolepis","Anoplolepis.gracilipes","Line Islands",-159.075038625668,2.78030744416444,1,508,-2.50590271949768,1.39272935077548,-2.57987106323242,-2.67459565162659,6.3948992729187,9.08305949211121,"Line Islands",981178401.04652,1924,1924,"ground",-1.75045213835937,3.62520949814082,0,42,"Line Islands_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Line Islands",-159.075038625668,2.78030744416444
"513","Anoplolepis","Anoplolepis.gracilipes","Mariana Islands",145.185667765848,14.8353905943728,1,513,-2.4298975684426,2.22212363589894,-2.48547505031932,-2.56629170070995,7.19798941612244,7.83422247279774,"Mariana Islands",1149568923.11069,1911,2010,"ground",-1.75045213835937,3.62520949814082,0,1334,"Mariana Islands_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Mariana Islands",145.185667765848,14.8353905943728
"514","Anoplolepis","Anoplolepis.gracilipes","Marquesas Islands",-139.561510751687,-9.38120609904548,1,514,-2.35087118049463,0.663899066140099,-2.40209096670151,-2.47965486347675,2.73441993072629,2.98689210911592,"Marquesas Islands",1120492977.17711,1925,2014,"ground",-1.75045213835937,3.62520949814082,0,210,"Marquesas Islands_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Marquesas Islands",-139.561510751687,-9.38120609904548
"225","Anoplolepis","Anoplolepis.gracilipes","Marshall Islands",168.795596976164,8.58163790540483,1,225,-2.52760044733683,2.05066923300425,-2.58741255601247,-2.66866393884023,6.58388686180115,6.95528586705526,"Marshall Islands",133192982.511111,1904,2007,"ground",-1.75045213835937,3.62520949814082,0,134,"Marshall Islands_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Marshall Islands",168.795596976164,8.58163790540483
"515","Anoplolepis","Anoplolepis.gracilipes","Mascarene Islands",56.5626577618211,-20.7413824960746,1,515,-1.87939603464052,1.15452306623282,-1.91999435112466,-1.99066183400466,4.27894652878874,4.39859093120525,"Mascarene Islands",4576449391.09951,1895,2014,"ground",-1.75045213835937,3.62520949814082,0,462,"Mascarene Islands_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Mascarene Islands",56.5626577618211,-20.7413824960746
"234","Anoplolepis","Anoplolepis.gracilipes","Mexico",-99.6322098118973,19.358539606436,1,234,-1.69273252342349,1.91106611906124,-1.749178745145,-1.84268516926008,2.8098970039356,2.29347416987147,"Mexico",21602395210.0223,1893,1893,"ground",-1.75045213835937,3.62520949814082,0,21,"Mexico_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Mexico",-99.6322098118973,19.358539606436
"236","Anoplolepis","Anoplolepis.gracilipes","Michoacan",-101.881749442668,19.2095847582749,1,236,-1.99343899553325,2.91196615504367,-2.05861219617785,-2.1573937619219,3.38889925593422,2.93804665844457,"Michoacan",59468102717.6739,2014,2014,"ground",-1.75045213835937,3.62520949814082,0,14,"Michoacan_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Michoacan",-101.881749442668,19.2095847582749
"237","Anoplolepis","Anoplolepis.gracilipes","Micronesia",138.135619598246,9.5202053282888,1,237,-2.50780653953552,2.56756937503815,-2.56657987833023,-2.64635497331619,8.22857689857483,9.17270088195801,"Micronesia",100444781.257547,2015,2015,"ground",-1.75045213835937,3.62520949814082,0,14,"Micronesia_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Micronesia",138.135619598246,9.5202053282888
"257","Anoplolepis","Anoplolepis.gracilipes","Nayarit",-104.889547056911,21.8516001102984,1,257,-1.98955561664369,4.90729544171581,-2.05133021937476,-2.15583843010443,5.47466067667361,4.98315868854523,"Nayarit",26866375372.3798,1957,2019,"ground",-1.75045213835937,3.62520949814082,0,51,"Nayarit_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Nayarit",-104.889547056911,21.8516001102984
"265","Anoplolepis","Anoplolepis.gracilipes","New Caledonia",165.460526643791,-21.3200289750906,1,265,-2.01184520472257,4.95706096341095,-2.06270613452318,-2.13651152348009,4.97767924696136,5.26960599195929,"New Caledonia",17066064385.0148,1882,2013,"ground",-1.75045213835937,3.62520949814082,0,327,"New Caledonia_Anoplolepis.gracilipes","Anoplolepis.gracilipes_New Caledonia",165.460526643791,-21.3200289750906
"266","Anoplolepis","Anoplolepis.gracilipes","New Guinea",140.89298046053,-5.37604968365323,1,266,-2.28693094988619,2.36092377625857,-2.34971028061606,-2.44614893931354,7.40770732673247,7.9057586710454,"New Guinea",801827580988.959,1896,2018,"ground",-1.75045213835937,3.62520949814082,0,310,"New Guinea_Anoplolepis.gracilipes","Anoplolepis.gracilipes_New Guinea",140.89298046053,-5.37604968365323
"270","Anoplolepis","Anoplolepis.gracilipes","New South Wales",147.019196536612,-32.1805479998955,0.75,270,-1.43634998124359,-0.776194144035247,-1.48139328964023,-1.57509347781723,-0.143750896123054,-0.0767058792228566,"New South Wales",804893753269.44,2010,2011,"ground",-1.75045213835937,3.62520949814082,3,29,"New South Wales_Anoplolepis.gracilipes","Anoplolepis.gracilipes_New South Wales",147.019196536612,-32.1805479998955
"278","Anoplolepis","Anoplolepis.gracilipes","Niue",-169.867251324566,-19.0517266817235,1,278,-2.26644264567982,1.78085141832178,-2.29587260159579,-2.35834351452914,5.92166562513872,6.23244376616044,"Niue",227100573.994844,1967,2006,"ground",-1.75045213835937,3.62520949814082,0,92,"Niue_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Niue",-169.867251324566,-19.0517266817235
"285","Anoplolepis","Anoplolepis.gracilipes","Northern Territory",133.366373114136,-19.4162490514546,1,285,-1.82419730737458,0.766927410635309,-1.91074284591155,-2.03734108828177,1.30670959734027,1.30627198377976,"Northern Territory",1348376172573.52,1985,2016,"ground",-1.75045213835937,3.62520949814082,1,169,"Northern Territory_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Northern Territory",133.366373114136,-19.4162490514546
"520","Anoplolepis","Anoplolepis.gracilipes","Ogasawara Islands",142.962602236566,26.8187482696795,1,520,-1.89895335833232,0.319889773925145,-1.93727242946625,-2.01410452524821,1.89846829573313,1.91685954729716,"Ogasawara Islands",93071675.1621431,NA,-Inf,"ground",-1.75045213835937,3.62520949814082,0,159,"Ogasawara Islands_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Ogasawara Islands",142.962602236566,26.8187482696795
"293","Anoplolepis","Anoplolepis.gracilipes","Okinawa",127.589950148765,26.3003858100453,1,293,-1.79084857730638,1.34370927157856,-1.81075544158618,-1.88762798195794,5.05807484615417,5.19027126403082,"Okinawa",1620740402.93055,1973,2016,"ground",-1.75045213835937,3.62520949814082,0,237,"Okinawa_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Okinawa",127.589950148765,26.3003858100453
"300","Anoplolepis","Anoplolepis.gracilipes","Palau",134.494271151499,7.39690629281813,1,300,-2.49606044204147,2.92539785526417,-2.54638056401853,-2.62512883433589,9.67980466065583,10.7520292776602,"Palau",480679479.088336,1936,2007,"ground",-1.75045213835937,3.62520949814082,0,866,"Palau_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Palau",134.494271151499,7.39690629281813
"324","Anoplolepis","Anoplolepis.gracilipes","Queensland",144.549877470381,-22.5777215834867,1,324,-1.74477331721148,0.406433319662059,-1.80993557862791,-1.92871508381314,1.21545368919821,1.23024185454688,"Queensland",1728607828243.48,1985,2014,"ground",-1.75045213835937,3.62520949814082,1,322,"Queensland_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Queensland",144.549877470381,-22.5777215834867
"345","Anoplolepis","Anoplolepis.gracilipes","Samoan Islands",-172.044516042935,-13.7906696507522,1,345,-2.3567949541572,3.63576936235233,-2.387941339389,-2.45769212683853,9.93681181044806,10.1599150904182,"Samoan Islands",2978330856.66699,1867,2015,"ground",-1.75045213835937,3.62520949814082,0,1102,"Samoan Islands_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Samoan Islands",-172.044516042935,-13.7906696507522
"531","Anoplolepis","Anoplolepis.gracilipes","Satsunan Islands",129.928486329275,29.2130120461305,1,531,-1.50476773927609,2.79962159494559,-1.53168975263834,-1.62013818422953,8.63353869517644,9.10453554789225,"Satsunan Islands",2262386136.04032,1981,2020,"ground",-1.75045213835937,3.62520949814082,0,370,"Satsunan Islands_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Satsunan Islands",129.928486329275,29.2130120461305
"533","Anoplolepis","Anoplolepis.gracilipes","Senkaku Islands",123.545327404027,25.7762779314453,1,533,-1.80739438533783,1.8493443330129,-1.84750910600026,-1.93250540892283,5.86910279591878,5.88345050811768,"Senkaku Islands",6561206.72009606,1987,1987,"ground",-1.75045213835937,3.62520949814082,0,22,"Senkaku Islands_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Senkaku Islands",123.545327404027,25.7762779314453
"363.1","Anoplolepis","Anoplolepis.gracilipes","Seychelles",51.4949111477428,-6.94413830800205,1,363,-2.37739227129065,1.50075731815203,-2.44143097297005,-2.529299756755,5.33204947347226,5.51832159705784,"Seychelles",486231920.981334,1962,2014,"ground",-1.75045213835937,3.62520949814082,0,508,"Seychelles_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Seychelles",51.4949111477428,-6.94413830800205
"373","Anoplolepis","Anoplolepis.gracilipes","Sinaloa",-107.486097128077,25.0207547686068,1,373,-1.89693737499484,1.94431014179324,-1.93720157601463,-2.03947554249348,2.93099589589689,2.57720763631032,"Sinaloa",57756921437.2615,1910,2020,"ground",-1.75045213835937,3.62520949814082,0,67,"Sinaloa_Anoplolepis.gracilipes","Anoplolepis.gracilipes_Sinaloa",-107.486097128077,25.0207547686068
