gen,sp,Species.name,strat1,strat2,strat3,strata_classified,description,source
Pheidole,indica,Pheidole.indica,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,lamellinoda,Pheidole.lamellinoda,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,longiscapa,Pheidole.longiscapa,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,megacephala,Pheidole.megacephala,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,moerens,Pheidole.moerens,ground.surface,,,ground,,"Longino, J. T. 2009. Additions to the taxonomy of New World Pheidole (Hymenoptera: Formicidae). Zootaxa 2181: 1-90."
Pheidole,navigans,Pheidole.navigans,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,nodus,Pheidole.nodus,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,obscurithorax,Pheidole.obscurithorax,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,oceanica,Pheidole.oceanica,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,pallidula,Pheidole.pallidula,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,parva,Pheidole.parva,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,proxima,Pheidole.proxima,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,pubiventris,Pheidole.pubiventris,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,punctatissima,Pheidole.punctatissima,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,punctulata,Pheidole.punctulata,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,radoszkowskii,Pheidole.radoszkowskii,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,rugosula,Pheidole.rugosula,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,sculpturata welgelegenensis,Pheidole.sculpturata welgelegenensis,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,sexspinosa,Pheidole.sexspinosa,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,sospes,Pheidole.sospes,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,subarmata,Pheidole.subarmata,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,susannae,Pheidole.susannae,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,umbonata,Pheidole.umbonata,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,vafra,Pheidole.vafra,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,variabilis,Pheidole.variabilis,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pheidole,vigilans,Pheidole.vigilans,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Plagiolepis,alluaudi,Plagiolepis.alluaudi,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Plagiolepis,exigua,Plagiolepis.exigua,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Plagiolepis,pallescens,Plagiolepis.pallescens,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Plagiolepis,pygmaea,Plagiolepis.pygmaea,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Plagiolepis,schmitzii,Plagiolepis.schmitzii,ground.surface,,,ground,Colonies were distributed under flat stones,"Thurin N., N. Sery,  R. Guimbretiere, and S. Aron. 2011. Colony kin structure and breeding system in the ant genus Plagiolepis. Molecular Ecology doi: 10.1111/j.1365-294X.2011.05161.x"
Platythyrea,parallela,Platythyrea.parallela,arboreal,,,arboreal,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Platythyrea,punctata,Platythyrea.punctata,ground.surface,,,ground,"""Colonies nested in rotting logs on the ground. In Puerto Rico (“PR”), most colonies were found on the ground nesting in hollow rotting stems of the pioneer shrub Psychotria berteriana in a subtropical rain forest at an elevation of 350 m. Colonies were collected by breaking twigs and windfall branches on the forest floor into plastic dishes and rapidly picking up individuals with forceps"" ","Schilder K., J. Heinze, and B. Holldobler. 1999. Colony structure and reproduction in the thelytokous parthenogenetic ant Platythyrea punctata (F. Smith)(Hymenoptera, Formicidae). Insectes Sociaux 46: 150-158."
Pogonomyrmex,occidentalis,Pogonomyrmex.occidentalis,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Polyrhachis,ammon,Polyrhachis.ammon,ground.surface,,,ground,"Polyrhachis ammon is a widespread and relatively common, ground-nesting species, mostly occuring in open eucalypt forests along the eastern Australian seaboard",antwiki
Polyrhachis,atropos,Polyrhachis.atropos,arboreal,,,arboreal,Nests in small hollow twigs on standing low trees and shrubs,"Kohout, R. J., & Taylor, R. W. (1990). Notes on Australian ants of the genus Polyrhachis Fr. Smith, with a synonymic list of the species (Hymenoptera: Formicidae: Formicinae). Memoirs of the Queensland Museum, 28(2), 509-522."
Polyrhachis,dives,Polyrhachis.dives,arboreal,,,arboreal,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Polyrhachis,erato,Polyrhachis.erato,arboreal,,,arboreal,P. erato nests in tree cavities or under bark on tree trunks,antwiki
Polyrhachis,femorata,Polyrhachis.femorata,arboreal,,,arboreal,"1 times soil, 1 times On grd., 1 times Marri trunk, 1 times from nest in roting branch on living tree, 1 times From jarrah E. marginata",antweb
Polyrhachis,hector,Polyrhachis.hector,arboreal,,,arboreal,"The three most frequent species encountered per fogging sample indicates that the most frequent species was Polyrhachis armata Le Guillou (9/12) and all of the others of the three most frequent species were species belonging to the genera Polyrhachis and Camponotus. In SF88, the most frequent species were Polyrhachis armata (9/12), Dolichoderus thoracicus (9/12) and Polyrhachis hector Fr. Smith (9/12).","WIDODO, E. S., NAITO, T., MOHAMED, M., & HASHIMOTO, Y. (2004). Effects of selective logging on the arboreal ants of a Bornean rainforest. Entomological Science, 7(4), 341-349."
Polyrhachis,nigrita,Polyrhachis.nigrita,ground.surface,,,ground,"Probably a ground nesting species which forages on low vegetation as the specimens from Uganda studied during the course of this survey were obtained by sweeping in a marsh. Wheeler (1922a:267) states that a single worker from Akenge, Congo (Kinshasa) was taken from the stomach of a toad.",antwiki
Polyrhachis,rastellata,Polyrhachis.rastellata,arboreal,,,arboreal,,pers. obs.
Polyrhachis,rufifemur,Polyrhachis.rufifemur,arboreal,,,arboreal,"Found nests of P. rufifemur only occasionally, always inside the cavity of a tree trunk, usually that of a Melaleuca (Kohout 1988).",antwiki
Polyrhachis,saevissima argentea,Polyrhachis.saevissima argentea,arboreal,ground.surface,,arboreal & ground,No habitat for subspecies. Habitat for species: 2 times on low vegetation. Collected most commonly using these methods: 1 times beating vegetation and hand collection,antweb
Polyrhachis,semiaurata,Polyrhachis.semiaurata,arboreal,ground.surface,,arboreal & ground,"In its nesting habits, P. semiaurata is both lignicolous and terrestrial, with some colonies found nesting in the partly burned trunks of felled trees",antwiki
Polyrhachis,thrinax,Polyrhachis.thrinax,arboreal,,,arboreal,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Polyrhachis,trapezoidea,Polyrhachis.trapezoidea,ground.surface,,,ground,"Polyrhachis trapezoidea is relatively common in open eucalypt forests and savannah woodlands and, like most of other Hagiomyrma species, nests in the ground.",antwiki
Polyrhachis,viehmeyeri,Polyrhachis.viehmeyeri,ground.surface,,,ground,1 time(s) ground foragers,antweb
Ponera,bableti,Ponera.bableti,litter.soil,,,litter.soil,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Ponera,coarctata,Ponera.coarctata,litter.soil,,,litter.soil,"Eighteen nests were located under stones, and two were in the soil without a covering object; no general structural regularity of the nests was noted, but it was suggested that the galleries must penetrate deeply into the soil.",antwiki
Ponera,exotica,Ponera.exotica,litter.soil,,,litter.soil,These records are all from Berlese funnel samples of leaflitter or leafmold,antwiki
Ponera,leae,Ponera.leae,litter.soil,,,litter.soil,"Found on the ground in a variety of situations including leaf litter, rotten wood and between and under stones",antwiki
Ponera,loi,Ponera.loi,litter.soil,,,litter.soil,,antwiki
Ponera,swezeyi,Ponera.swezeyi,litter.soil,,,litter.soil,"Several collections of P. swezeyi were made on Koro from litter sifting, and it was collected in a wet log from Taveuni",antwiki
Ponera,testacea,Ponera.testacea,litter.soil,,,litter.soil,"7 times under stone, 1 times site 51-36025B, 1 times under rock, 1 times rotten log in open, 1 times Piscina",antweb
Prenolepis,imparis,Prenolepis.imparis,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Prenolepis,melanogaster,Prenolepis.melanogaster,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Prenolepis,nitens,Prenolepis.nitens,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Prionopelta,antillana,Prionopelta.antillana,litter.soil,,,litter.soil,It is common in rotten wood.  it has been collected from soil in mesic hammocks around springs and in dense old stands of sand pine scrub. ,antwiki
Prionopelta,kraepelini,Prionopelta.kraepelini,litter.soil,,,litter.soil,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pristomyrmex,punctatus,Pristomyrmex.punctatus,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pseudomyrmex,cubaensis,Pseudomyrmex.cubaensis,arboreal,,,arboreal,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pseudomyrmex,elongatus,Pseudomyrmex.elongatus,arboreal,,,arboreal,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pseudomyrmex,gracilis,Pseudomyrmex.gracilis,arboreal,,,arboreal,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pseudomyrmex,major,Pseudomyrmex.major,arboreal,,,arboreal,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Pseudoponera,stigma,Pseudoponera.stigma,litter.soil,,,litter.soil,A predaceous ant that is commonly found in sifted leaf litter and rotten wood ,antwiki
Rhytidoponera,aspera,Rhytidoponera.aspera,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Rhytidoponera,chalybaea,Rhytidoponera.chalybaea,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Rhytidoponera,mayri,Rhytidoponera.mayri,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Rhytidoponera,metallica,Rhytidoponera.metallica,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Rhytidoponera,victoriae,Rhytidoponera.victoriae,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Rogeria,curvipubens,Rogeria.curvipubens,litter.soil,,,litter.soil,"1 times ex sifted leaf litter, 1 times tall forest, high leaf litter decomposition, 1 times ex sifted litter.",antweb
Rogeria,exsulans,Rogeria.exsulans,litter.soil,,,litter.soil,"3 times sifted leaf litter, 1 times sifted litter, 1 times ground foraging, 1 times b/w moss and stone.",antweb
Rogeria,stigmatica,Rogeria.stigmatica,litter.soil,,,litter.soil,"The one nest series with ecological data (Sorong, Irian Jaya) is from rotten wood. Mann (1921:451) found colonies beneath stones and logs",antwiki
Solenopsis,abdita,Solenopsis.abdita,litter.soil,,,litter.soil,S. abdita was collected in leaf litter from a slash pine stand north of buildings and from a long unburned sand pine scrub in Highlands County. (Pacheco and Mackay 2013),antwiki
Solenopsis,aurea,Solenopsis.aurea,litter.soil,,,litter.soil,"Colonies are often found under stones (or other objects, such as pieces of wood or cow manure) in loam or coarse gravely soils or in soil surrounded by a small mound",antwiki
Solenopsis,fugax,Solenopsis.fugax,litter.soil,,,litter.soil,"This species lives in populous colonies often deep in the ground or under large stones and is seldom seen above ground. It is often associated with larger Formica and Lasius species predating on their brood, but nests also occur in isolation. It is mainly predatory and carnivorous but has also been recorded attending root aphids. This ant is aggressive and despite its small size will attack other ants and sting fiercely",antwiki
Solenopsis,gayi,Solenopsis.gayi,litter.soil,,,litter.soil,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Solenopsis,geminata,Solenopsis.geminata,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Solenopsis,geminata micans,Solenopsis.geminata micans,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Solenopsis,globularia,Solenopsis.globularia,litter.soil,,,litter.soil,"Most often colonies are discovered under rocks and especially in driftwood and rotten logs on beaches. Workers in large nests can be aggressive. Sexuals were found in nests in June. Occasionally, S. globularia can be collected foraging on the ground, loose on vegetation, with bait (surface wiener and tuna, subterranean Vienna sausage). It is occasionally collected in pitfall traps. ",antwiki
Solenopsis,helena,Solenopsis.helena,litter.soil,,,litter.soil,"Wheeler (1921) reported numerous specimens were collected from several colonies found in petioles of young Tachigalia along the Cuyuni trail at Kartabo, Guyana. He also stated that this species nests in hollow twigs of various other unspecified plants",antwiki
Solenopsis,invicta,Solenopsis.invicta,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Solenopsis,macdonaghi,Solenopsis.macdonaghi,litter.soil,,,litter.soil,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Solenopsis,molesta,Solenopsis.molesta,litter.soil,,,litter.soil,"Nests are found in the soil (often under stones) and often adjacent to the nests of other species, where it steals food or brood from its host. Specimens have been collected from subterranean, surface and vegetation Vienna sausage bait traps, as well as surface, subterranean and vegetation fire ant bait traps. It is commonly collected in pitfall traps. Reproductives and brood are present throughout the summer. This is also a household pest, although it may not be noticed due to its small size. It hollows out seeds, thus destroying seed in beds",antwiki
Solenopsis,orbula,Solenopsis.orbula,litter.soil,,,litter.soil,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Solenopsis,papuana,Solenopsis.papuana,ground.surface,,,ground,"In these ecosystems S. papuana is generally rare on vegetation distant from the ground (Krushelnycky, 2015), but has occasionally been observed foraging up to a height of at least two meters on tree trunks",antwiki
Solenopsis,picea,Solenopsis.picea,litter.soil,,,litter.soil,Solenopsis picea nests under stones in dark clay loam soils. Brood and sexuals were collected in nests in Mexico in May. Solenopsis picea was also collected from a nest in the extremities of dried Psidium pomiferum in Brazil (Forel 1903). This species was collected in the thin partitions separating the chambers of ant gardens inhabited by Crematogaster carinata and Camponotus femoratus in British Guiana (Weber 1943). ,antwiki
Solenopsis,pollux,Solenopsis.pollux,litter.soil,,,litter.soil,"Found in mixed wood leaf litter and also nest under stones. It occurs in slashed and burned tropical forest (Mackay and Mackay 2002) as well as very arid acacia scrub (Colombia) to temperate forests, tropical old growth dry forest to wet mountain cloud forest, pines and hardwood forests, and disturbed deciduous forest. Foragers are attracted to Vienna sausage baits (surface and subsurface) as well as collected in pitfall traps. ",antwiki
Solenopsis,richteri,Solenopsis.richteri,ground.surface,,,ground,,pers. obs.
Solenopsis,saevissima,Solenopsis.saevissima,ground.surface,,,ground,,pers. obs.
Solenopsis,saevissima itinerans,Solenopsis.saevissima itinerans,ground.surface,,,ground,,pers. obs.
