valid_species_name,bentity2_name,label,Native Range 1st,Final
Acromyrmex.coronatus,Acre,Acromyrmex.coronatus_Acre,Yes,Yes
Acromyrmex.coronatus,Amapa,Acromyrmex.coronatus_Amapa,Yes,Yes
Acromyrmex.coronatus,Amazonas,Acromyrmex.coronatus_Amazonas,Yes,Yes
Acromyrmex.coronatus,Amazonas_Brazil,Acromyrmex.coronatus_Amazonas_Brazil,Yes,Yes
Acromyrmex.coronatus,Antioquia,Acromyrmex.coronatus_Antioquia,Yes,Yes
Acromyrmex.coronatus,Bahia,Acromyrmex.coronatus_Bahia,Yes,Yes
Acromyrmex.coronatus,Bolivia,Acromyrmex.coronatus_Bolivia,Yes,Yes
Acromyrmex.coronatus,Boyaca,Acromyrmex.coronatus_Boyaca,Yes,Yes
Acromyrmex.coronatus,Campeche,Acromyrmex.coronatus_Campeche,Yes,Yes
Acromyrmex.coronatus,Caqueta,Acromyrmex.coronatus_Caqueta,Yes,Yes
Acromyrmex.coronatus,Casanare,Acromyrmex.coronatus_Casanare,Yes,Yes
Acromyrmex.coronatus,Cauca,Acromyrmex.coronatus_Cauca,Yes,Yes
Acromyrmex.coronatus,Ceara,Acromyrmex.coronatus_Ceara,Yes,Yes
Acromyrmex.coronatus,Chaco,Acromyrmex.coronatus_Chaco,Yes,Yes
Acromyrmex.coronatus,Chiapas,Acromyrmex.coronatus_Chiapas,Yes,Yes
Acromyrmex.coronatus,Corrientes,Acromyrmex.coronatus_Corrientes,Yes,Yes
Acromyrmex.coronatus,Costa Rica,Acromyrmex.coronatus_Costa Rica,Yes,Yes
Acromyrmex.coronatus,Cundinamarca,Acromyrmex.coronatus_Cundinamarca,Yes,Yes
Acromyrmex.coronatus,Ecuador,Acromyrmex.coronatus_Ecuador,Yes,Yes
Acromyrmex.coronatus,Espirito Santo,Acromyrmex.coronatus_Espirito Santo,Yes,Yes
Acromyrmex.coronatus,Formosa,Acromyrmex.coronatus_Formosa,Yes,Yes
Acromyrmex.coronatus,French Guiana,Acromyrmex.coronatus_French Guiana,Yes,Yes
Acromyrmex.coronatus,Goias,Acromyrmex.coronatus_Goias,Yes,Yes
Acromyrmex.coronatus,Guatemala,Acromyrmex.coronatus_Guatemala,Yes,Yes
Acromyrmex.coronatus,Honduras,Acromyrmex.coronatus_Honduras,Yes,Yes
Acromyrmex.coronatus,Magdalena,Acromyrmex.coronatus_Magdalena,Yes,Yes
Acromyrmex.coronatus,Mato Grosso,Acromyrmex.coronatus_Mato Grosso,Yes,Yes
Acromyrmex.coronatus,Mato Grosso do Sul,Acromyrmex.coronatus_Mato Grosso do Sul,Yes,Yes
Acromyrmex.coronatus,Meta,Acromyrmex.coronatus_Meta,Yes,Yes
Acromyrmex.coronatus,Minas Gerais,Acromyrmex.coronatus_Minas Gerais,Yes,Yes
Acromyrmex.coronatus,Misiones,Acromyrmex.coronatus_Misiones,Yes,Yes
Acromyrmex.coronatus,Narino,Acromyrmex.coronatus_Narino,Yes,Yes
Acromyrmex.coronatus,Nicaragua,Acromyrmex.coronatus_Nicaragua,Yes,Yes
Acromyrmex.coronatus,Norde de Santander,Acromyrmex.coronatus_Norde de Santander,Yes,Yes
Acromyrmex.coronatus,Panama,Acromyrmex.coronatus_Panama,Yes,Yes
Acromyrmex.coronatus,Para,Acromyrmex.coronatus_Para,Yes,Yes
Acromyrmex.coronatus,Paraguay,Acromyrmex.coronatus_Paraguay,Yes,Yes
Acromyrmex.coronatus,Parana,Acromyrmex.coronatus_Parana,Yes,Yes
Acromyrmex.coronatus,Peru,Acromyrmex.coronatus_Peru,Yes,Yes
Acromyrmex.coronatus,Quintana Roo,Acromyrmex.coronatus_Quintana Roo,Yes,Yes
Acromyrmex.coronatus,Rio de Janeiro,Acromyrmex.coronatus_Rio de Janeiro,Yes,Yes
Acromyrmex.coronatus,Rio Grande do Sul,Acromyrmex.coronatus_Rio Grande do Sul,Yes,Yes
Acromyrmex.coronatus,Santa Catarina,Acromyrmex.coronatus_Santa Catarina,Yes,Yes
Acromyrmex.coronatus,Santa Fe,Acromyrmex.coronatus_Santa Fe,Yes,Yes
Acromyrmex.coronatus,Santander,Acromyrmex.coronatus_Santander,Yes,Yes
Acromyrmex.coronatus,Sao Paulo,Acromyrmex.coronatus_Sao Paulo,Yes,Yes
Acromyrmex.coronatus,Valle del Cauca,Acromyrmex.coronatus_Valle del Cauca,Yes,Yes
Acromyrmex.coronatus,Venezuela,Acromyrmex.coronatus_Venezuela,Yes,Yes
Acromyrmex.lobicornis,Bolivia,Acromyrmex.lobicornis_Bolivia,Yes,Yes
Acromyrmex.lobicornis,Buenos Aires,Acromyrmex.lobicornis_Buenos Aires,Yes,Yes
Acromyrmex.lobicornis,Catamarca,Acromyrmex.lobicornis_Catamarca,Yes,Yes
Acromyrmex.lobicornis,Chaco,Acromyrmex.lobicornis_Chaco,Yes,Yes
Acromyrmex.lobicornis,Chubut,Acromyrmex.lobicornis_Chubut,Yes,Yes
Acromyrmex.lobicornis,Cordoba Argentina,Acromyrmex.lobicornis_Cordoba Argentina,Yes,Yes
Acromyrmex.lobicornis,Corrientes,Acromyrmex.lobicornis_Corrientes,Yes,Yes
Acromyrmex.lobicornis,Entre Rios,Acromyrmex.lobicornis_Entre Rios,Yes,Yes
Acromyrmex.lobicornis,Formosa,Acromyrmex.lobicornis_Formosa,Yes,Yes
Acromyrmex.lobicornis,Jujuy,Acromyrmex.lobicornis_Jujuy,Yes,Yes
Acromyrmex.lobicornis,La Pampa,Acromyrmex.lobicornis_La Pampa,Yes,Yes
Acromyrmex.lobicornis,La Rioja,Acromyrmex.lobicornis_La Rioja,Yes,Yes
Acromyrmex.lobicornis,Mendoza,Acromyrmex.lobicornis_Mendoza,Yes,Yes
Acromyrmex.lobicornis,Misiones,Acromyrmex.lobicornis_Misiones,Yes,Yes
Acromyrmex.lobicornis,Neuquen,Acromyrmex.lobicornis_Neuquen,Yes,Yes
Acromyrmex.lobicornis,Paraguay,Acromyrmex.lobicornis_Paraguay,Yes,Yes
Acromyrmex.lobicornis,Rio Grande do Sul,Acromyrmex.lobicornis_Rio Grande do Sul,Yes,Yes
Acromyrmex.lobicornis,Rio Negro,Acromyrmex.lobicornis_Rio Negro,Yes,Yes
Acromyrmex.lobicornis,Salta,Acromyrmex.lobicornis_Salta,Yes,Yes
Acromyrmex.lobicornis,San Juan,Acromyrmex.lobicornis_San Juan,Yes,Yes
Acromyrmex.lobicornis,San Luis,Acromyrmex.lobicornis_San Luis,Yes,Yes
Acromyrmex.lobicornis,Santa Cruz,Acromyrmex.lobicornis_Santa Cruz,Yes,Yes
Acromyrmex.lobicornis,Santa Fe,Acromyrmex.lobicornis_Santa Fe,Yes,Yes
Acromyrmex.lobicornis,Santiago del Estero,Acromyrmex.lobicornis_Santiago del Estero,Yes,Yes
Acromyrmex.lobicornis,Tucuman,Acromyrmex.lobicornis_Tucuman,Yes,Yes
Acromyrmex.lobicornis,Uruguay,Acromyrmex.lobicornis_Uruguay,Yes,Yes
Acromyrmex.lundii,Amazonas_Brazil,Acromyrmex.lundii_Amazonas_Brazil,Yes,Yes
Acromyrmex.lundii,Bolivia,Acromyrmex.lundii_Bolivia,Yes,Yes
Acromyrmex.lundii,Buenos Aires,Acromyrmex.lundii_Buenos Aires,Yes,Yes
Acromyrmex.lundii,Catamarca,Acromyrmex.lundii_Catamarca,Yes,Yes
Acromyrmex.lundii,Cauca,Acromyrmex.lundii_Cauca,Yes,Yes
Acromyrmex.lundii,Chaco,Acromyrmex.lundii_Chaco,Yes,Yes
Acromyrmex.lundii,Cordoba Argentina,Acromyrmex.lundii_Cordoba Argentina,Yes,Yes
Acromyrmex.lundii,Corrientes,Acromyrmex.lundii_Corrientes,Yes,Yes
Acromyrmex.lundii,Entre Rios,Acromyrmex.lundii_Entre Rios,Yes,Yes
Acromyrmex.lundii,Formosa,Acromyrmex.lundii_Formosa,Yes,Yes
Acromyrmex.lundii,Jujuy,Acromyrmex.lundii_Jujuy,Yes,Yes
Acromyrmex.lundii,La Pampa,Acromyrmex.lundii_La Pampa,Yes,Yes
Acromyrmex.lundii,La Rioja,Acromyrmex.lundii_La Rioja,Yes,Yes
Acromyrmex.lundii,Mendoza,Acromyrmex.lundii_Mendoza,Yes,Yes
Acromyrmex.lundii,Misiones,Acromyrmex.lundii_Misiones,Yes,Yes
Acromyrmex.lundii,Narino,Acromyrmex.lundii_Narino,Yes,Yes
Acromyrmex.lundii,Para,Acromyrmex.lundii_Para,Yes,Yes
Acromyrmex.lundii,Paraguay,Acromyrmex.lundii_Paraguay,Yes,Yes
Acromyrmex.lundii,Parana,Acromyrmex.lundii_Parana,Yes,Yes
Acromyrmex.lundii,Rio Grande do Sul,Acromyrmex.lundii_Rio Grande do Sul,Yes,Yes
Acromyrmex.lundii,Rio Negro,Acromyrmex.lundii_Rio Negro,Yes,Yes
Acromyrmex.lundii,Salta,Acromyrmex.lundii_Salta,Yes,Yes
Acromyrmex.lundii,San Luis,Acromyrmex.lundii_San Luis,Yes,Yes
Acromyrmex.lundii,Santa Catarina,Acromyrmex.lundii_Santa Catarina,Yes,Yes
Acromyrmex.lundii,Santa Fe,Acromyrmex.lundii_Santa Fe,Yes,Yes
Acromyrmex.lundii,Santiago del Estero,Acromyrmex.lundii_Santiago del Estero,Yes,Yes
Acromyrmex.lundii,Sao Paulo,Acromyrmex.lundii_Sao Paulo,Yes,Yes
Acromyrmex.lundii,Tucuman,Acromyrmex.lundii_Tucuman,Yes,Yes
Acromyrmex.lundii,Uruguay,Acromyrmex.lundii_Uruguay,Yes,Yes
Acromyrmex.lundii,Valle del Cauca,Acromyrmex.lundii_Valle del Cauca,Yes,Yes
Acromyrmex.octospinosus,Amapa,Acromyrmex.octospinosus_Amapa,Yes,Yes
Acromyrmex.octospinosus,Amazonas,Acromyrmex.octospinosus_Amazonas,Yes,Yes
Acromyrmex.octospinosus,Amazonas_Brazil,Acromyrmex.octospinosus_Amazonas_Brazil,Yes,Yes
Acromyrmex.octospinosus,Antioquia,Acromyrmex.octospinosus_Antioquia,Yes,Yes
Acromyrmex.octospinosus,Atlantico,Acromyrmex.octospinosus_Atlantico,Yes,Yes
Acromyrmex.octospinosus,Bolivar,Acromyrmex.octospinosus_Bolivar,Yes,Yes
Acromyrmex.octospinosus,Boyaca,Acromyrmex.octospinosus_Boyaca,Yes,Yes
Acromyrmex.octospinosus,Caldas,Acromyrmex.octospinosus_Caldas,Yes,Yes
Acromyrmex.octospinosus,Campeche,Acromyrmex.octospinosus_Campeche,Yes,Yes
Acromyrmex.octospinosus,Caqueta,Acromyrmex.octospinosus_Caqueta,Yes,Yes
Acromyrmex.octospinosus,Casanare,Acromyrmex.octospinosus_Casanare,Yes,Yes
Acromyrmex.octospinosus,Cauca,Acromyrmex.octospinosus_Cauca,Yes,Yes
Acromyrmex.octospinosus,Ceara,Acromyrmex.octospinosus_Ceara,Yes,Yes
Acromyrmex.octospinosus,Cesar,Acromyrmex.octospinosus_Cesar,Yes,Yes
Acromyrmex.octospinosus,Chiapas,Acromyrmex.octospinosus_Chiapas,Yes,Yes
Acromyrmex.octospinosus,Choco,Acromyrmex.octospinosus_Choco,Yes,Yes
Acromyrmex.octospinosus,Cordoba Colombia,Acromyrmex.octospinosus_Cordoba Colombia,Yes,Yes
Acromyrmex.octospinosus,Costa Rica,Acromyrmex.octospinosus_Costa Rica,Yes,Yes
Acromyrmex.octospinosus,Cundinamarca,Acromyrmex.octospinosus_Cundinamarca,Yes,Yes
Acromyrmex.octospinosus,Ecuador,Acromyrmex.octospinosus_Ecuador,Yes,Yes
Acromyrmex.octospinosus,French Guiana,Acromyrmex.octospinosus_French Guiana,Yes,Yes
Acromyrmex.octospinosus,Guainia,Acromyrmex.octospinosus_Guainia,Yes,Yes
Acromyrmex.octospinosus,Guatemala,Acromyrmex.octospinosus_Guatemala,Yes,Yes
Acromyrmex.octospinosus,Guaviare,Acromyrmex.octospinosus_Guaviare,Yes,Yes
Acromyrmex.octospinosus,Guerrero,Acromyrmex.octospinosus_Guerrero,Yes,Yes
Acromyrmex.octospinosus,Guyana,Acromyrmex.octospinosus_Guyana,Yes,Yes
Acromyrmex.octospinosus,Hidalgo,Acromyrmex.octospinosus_Hidalgo,Yes,Yes
Acromyrmex.octospinosus,Honduras,Acromyrmex.octospinosus_Honduras,Yes,Yes
Acromyrmex.octospinosus,Huila,Acromyrmex.octospinosus_Huila,Yes,Yes
Acromyrmex.octospinosus,Jalisco,Acromyrmex.octospinosus_Jalisco,Yes,Yes
Acromyrmex.octospinosus,La Guajira,Acromyrmex.octospinosus_La Guajira,Yes,Yes
Acromyrmex.octospinosus,Lesser Antilles,Acromyrmex.octospinosus_Lesser Antilles,Yes,Yes
Acromyrmex.octospinosus,Magdalena,Acromyrmex.octospinosus_Magdalena,Yes,Yes
Acromyrmex.octospinosus,Meta,Acromyrmex.octospinosus_Meta,Yes,Yes
Acromyrmex.octospinosus,Mexico,Acromyrmex.octospinosus_Mexico,Yes,Yes
Acromyrmex.octospinosus,Minas Gerais,Acromyrmex.octospinosus_Minas Gerais,Yes,Yes
Acromyrmex.octospinosus,Morelos,Acromyrmex.octospinosus_Morelos,Yes,Yes
Acromyrmex.octospinosus,Narino,Acromyrmex.octospinosus_Narino,Yes,Yes
Acromyrmex.octospinosus,Nicaragua,Acromyrmex.octospinosus_Nicaragua,Yes,Yes
Acromyrmex.octospinosus,Norde de Santander,Acromyrmex.octospinosus_Norde de Santander,Yes,Yes
Acromyrmex.octospinosus,Oaxaca,Acromyrmex.octospinosus_Oaxaca,Yes,Yes
Acromyrmex.octospinosus,Panama,Acromyrmex.octospinosus_Panama,Yes,Yes
Acromyrmex.octospinosus,Para,Acromyrmex.octospinosus_Para,Yes,Yes
Acromyrmex.octospinosus,Peru,Acromyrmex.octospinosus_Peru,Yes,Yes
Acromyrmex.octospinosus,Quindio,Acromyrmex.octospinosus_Quindio,Yes,Yes
Acromyrmex.octospinosus,Quintana Roo,Acromyrmex.octospinosus_Quintana Roo,Yes,Yes
Acromyrmex.octospinosus,Risaralda,Acromyrmex.octospinosus_Risaralda,Yes,Yes
Acromyrmex.octospinosus,Santander,Acromyrmex.octospinosus_Santander,Yes,Yes
Acromyrmex.octospinosus,Suriname,Acromyrmex.octospinosus_Suriname,Yes,Yes
Acromyrmex.octospinosus,Tabasco,Acromyrmex.octospinosus_Tabasco,Yes,Yes
Acromyrmex.octospinosus,Tolima,Acromyrmex.octospinosus_Tolima,Yes,Yes
Acromyrmex.octospinosus,Trinidad and Tobago,Acromyrmex.octospinosus_Trinidad and Tobago,Yes,Yes
Acromyrmex.octospinosus,Valle del Cauca,Acromyrmex.octospinosus_Valle del Cauca,Yes,Yes
Acromyrmex.octospinosus,Venezuela,Acromyrmex.octospinosus_Venezuela,Yes,Yes
Acromyrmex.octospinosus,Veracruz,Acromyrmex.octospinosus_Veracruz,Yes,Yes
Acromyrmex.octospinosus,Vichada,Acromyrmex.octospinosus_Vichada,Yes,Yes
Acromyrmex.octospinosus,Yucatan,Acromyrmex.octospinosus_Yucatan,Yes,Yes
Adelomyrmex.myops,Antioquia,Adelomyrmex.myops_Antioquia,Yes,Yes
Adelomyrmex.myops,Bolivar,Adelomyrmex.myops_Bolivar,Yes,Yes
Adelomyrmex.myops,Chiapas,Adelomyrmex.myops_Chiapas,Yes,Yes
Adelomyrmex.myops,Choco,Adelomyrmex.myops_Choco,Yes,Yes
Adelomyrmex.myops,Costa Rica,Adelomyrmex.myops_Costa Rica,Yes,Yes
Adelomyrmex.myops,Ecuador,Adelomyrmex.myops_Ecuador,Yes,Yes
Adelomyrmex.myops,Guatemala,Adelomyrmex.myops_Guatemala,Yes,Yes
Adelomyrmex.myops,Hidalgo,Adelomyrmex.myops_Hidalgo,Yes,Yes
Adelomyrmex.myops,Honduras,Adelomyrmex.myops_Honduras,Yes,Yes
Adelomyrmex.myops,Nicaragua,Adelomyrmex.myops_Nicaragua,Yes,Yes
Adelomyrmex.myops,Oaxaca,Adelomyrmex.myops_Oaxaca,Yes,Yes
Adelomyrmex.myops,Panama,Adelomyrmex.myops_Panama,Yes,Yes
Adelomyrmex.myops,Puebla,Adelomyrmex.myops_Puebla,Yes,Yes
Adelomyrmex.myops,Risaralda,Adelomyrmex.myops_Risaralda,Yes,Yes
Adelomyrmex.myops,Tamaulipas,Adelomyrmex.myops_Tamaulipas,Yes,Yes
Adelomyrmex.myops,Valle del Cauca,Adelomyrmex.myops_Valle del Cauca,Yes,Yes
Adelomyrmex.myops,Veracruz,Adelomyrmex.myops_Veracruz,Yes,Yes
Amblyopone.australis,Lord Howe Island,Amblyopone.australis_Lord Howe Island,Yes,Yes
Amblyopone.australis,New Caledonia,Amblyopone.australis_New Caledonia,Yes,Yes
Amblyopone.australis,New Guinea,Amblyopone.australis_New Guinea,Yes,Yes
Amblyopone.australis,New South Wales,Amblyopone.australis_New South Wales,Yes,Yes
Amblyopone.australis,Norfolk Island,Amblyopone.australis_Norfolk Island,Yes,Yes
Amblyopone.australis,North Western Australia,Amblyopone.australis_North Western Australia,Yes,Yes
Amblyopone.australis,Queensland,Amblyopone.australis_Queensland,Yes,Yes
Amblyopone.australis,Solomon Islands,Amblyopone.australis_Solomon Islands,Yes,Yes
Amblyopone.australis,South Australia,Amblyopone.australis_South Australia,Yes,Yes
Amblyopone.australis,South Western Australia,Amblyopone.australis_South Western Australia,Yes,Yes
Amblyopone.australis,Tasmania,Amblyopone.australis_Tasmania,Yes,Yes
Amblyopone.australis,Vanuatu,Amblyopone.australis_Vanuatu,Yes,Yes
Amblyopone.australis,Victoria,Amblyopone.australis_Victoria,Yes,Yes
Anochetus.emarginatus,Amazonas,Anochetus.emarginatus_Amazonas,Yes,Yes
Anochetus.emarginatus,Amazonas_Brazil,Anochetus.emarginatus_Amazonas_Brazil,Yes,Yes
Anochetus.emarginatus,Bolivar,Anochetus.emarginatus_Bolivar,Yes,Yes
Anochetus.emarginatus,Bolivia,Anochetus.emarginatus_Bolivia,Yes,Yes
Anochetus.emarginatus,Caqueta,Anochetus.emarginatus_Caqueta,Yes,Yes
Anochetus.emarginatus,Ceara,Anochetus.emarginatus_Ceara,Yes,Yes
Anochetus.emarginatus,Choco,Anochetus.emarginatus_Choco,Yes,Yes
Anochetus.emarginatus,Costa Rica,Anochetus.emarginatus_Costa Rica,Yes,Yes
Anochetus.emarginatus,Formosa,Anochetus.emarginatus_Formosa,Yes,Yes
Anochetus.emarginatus,French Guiana,Anochetus.emarginatus_French Guiana,Yes,Yes
Anochetus.emarginatus,Guaviare,Anochetus.emarginatus_Guaviare,Yes,Yes
Anochetus.emarginatus,Guyana,Anochetus.emarginatus_Guyana,Yes,Yes
Anochetus.emarginatus,La Guajira,Anochetus.emarginatus_La Guajira,Yes,Yes
Anochetus.emarginatus,Lesser Antilles,Anochetus.emarginatus_Lesser Antilles,Yes,Yes
Anochetus.emarginatus,Magdalena,Anochetus.emarginatus_Magdalena,Yes,Yes
Anochetus.emarginatus,Mato Grosso,Anochetus.emarginatus_Mato Grosso,Yes,Yes
Anochetus.emarginatus,Mato Grosso do Sul,Anochetus.emarginatus_Mato Grosso do Sul,Yes,Yes
Anochetus.emarginatus,Meta,Anochetus.emarginatus_Meta,Yes,Yes
Anochetus.emarginatus,Narino,Anochetus.emarginatus_Narino,Yes,Yes
Anochetus.emarginatus,Para,Anochetus.emarginatus_Para,Yes,Yes
Anochetus.emarginatus,Putumayo,Anochetus.emarginatus_Putumayo,Yes,Yes
Anochetus.emarginatus,Quintana Roo,Anochetus.emarginatus_Quintana Roo,Yes,Yes
Anochetus.emarginatus,Risaralda,Anochetus.emarginatus_Risaralda,Yes,Yes
Anochetus.emarginatus,Rondonia,Anochetus.emarginatus_Rondonia,Yes,Yes
Anochetus.emarginatus,Suriname,Anochetus.emarginatus_Suriname,Yes,Yes
Anochetus.emarginatus,Trinidad and Tobago,Anochetus.emarginatus_Trinidad and Tobago,Yes,Yes
Anochetus.emarginatus,Valle del Cauca,Anochetus.emarginatus_Valle del Cauca,Yes,Yes
Anochetus.emarginatus,Venezuela,Anochetus.emarginatus_Venezuela,Yes,Yes
Anochetus.emarginatus,Vichada,Anochetus.emarginatus_Vichada,Yes,Yes
Anochetus.ghilianii,Morocco,Anochetus.ghilianii_Morocco,Yes,Yes
Anochetus.graeffei,Andaman and Nicobar Islands,Anochetus.graeffei_Andaman and Nicobar Islands,Yes,Yes
Anochetus.graeffei,Arunachal Pradesh,Anochetus.graeffei_Arunachal Pradesh,Yes,Yes
Anochetus.graeffei,Assam,Anochetus.graeffei_Assam,Yes,Yes
Anochetus.graeffei,Bangladesh,Anochetus.graeffei_Bangladesh,Yes,Yes
Anochetus.graeffei,Borneo,Anochetus.graeffei_Borneo,Yes,Yes
Anochetus.graeffei,Cambodia,Anochetus.graeffei_Cambodia,Yes,Yes
Anochetus.graeffei,Enggano Island,Anochetus.graeffei_Enggano Island,Yes,Yes
Anochetus.graeffei,Fujian,Anochetus.graeffei_Fujian,Yes,Yes
Anochetus.graeffei,Guangxi,Anochetus.graeffei_Guangxi,Yes,Yes
Anochetus.graeffei,Gujarat,Anochetus.graeffei_Gujarat,Yes,Yes
Anochetus.graeffei,Hainan,Anochetus.graeffei_Hainan,Yes,Yes
Anochetus.graeffei,Haryana,Anochetus.graeffei_Haryana,Yes,Yes
Anochetus.graeffei,Himachal Pradesh,Anochetus.graeffei_Himachal Pradesh,Yes,Yes
Anochetus.graeffei,Hong Kong,Anochetus.graeffei_Hong Kong,Yes,Yes
Anochetus.graeffei,Jammu & Kashmir,Anochetus.graeffei_Jammu & Kashmir,Yes,Yes
Anochetus.graeffei,Java,Anochetus.graeffei_Java,Yes,Yes
Anochetus.graeffei,Karnataka,Anochetus.graeffei_Karnataka,Yes,Yes
Anochetus.graeffei,Kerala,Anochetus.graeffei_Kerala,Yes,Yes
Anochetus.graeffei,Krakatau Islands,Anochetus.graeffei_Krakatau Islands,Yes,Yes
Anochetus.graeffei,Laos,Anochetus.graeffei_Laos,Yes,Yes
Anochetus.graeffei,Lesser Sunda Islands,Anochetus.graeffei_Lesser Sunda Islands,Yes,Yes
Anochetus.graeffei,Maharashtra,Anochetus.graeffei_Maharashtra,Yes,Yes
Anochetus.graeffei,Malaysia and Singapore,Anochetus.graeffei_Malaysia and Singapore,Yes,Yes
Anochetus.graeffei,Maluku Islands,Anochetus.graeffei_Maluku Islands,Yes,Yes
Anochetus.graeffei,Manipur,Anochetus.graeffei_Manipur,Yes,Yes
Anochetus.graeffei,Meghalaya,Anochetus.graeffei_Meghalaya,Yes,Yes
Anochetus.graeffei,Mizoram,Anochetus.graeffei_Mizoram,Yes,Yes
Anochetus.graeffei,Myanmar,Anochetus.graeffei_Myanmar,Yes,Yes
Anochetus.graeffei,Nagaland,Anochetus.graeffei_Nagaland,Yes,Yes
Anochetus.graeffei,Orissa,Anochetus.graeffei_Orissa,Yes,Yes
Anochetus.graeffei,Philippines,Anochetus.graeffei_Philippines,Yes,Yes
Anochetus.graeffei,Rajasthan,Anochetus.graeffei_Rajasthan,Yes,Yes
Anochetus.graeffei,Sikkim,Anochetus.graeffei_Sikkim,Yes,Yes
Anochetus.graeffei,Sri Lanka,Anochetus.graeffei_Sri Lanka,Yes,Yes
Anochetus.graeffei,Sulawesi,Anochetus.graeffei_Sulawesi,Yes,Yes
Anochetus.graeffei,Sumatra,Anochetus.graeffei_Sumatra,Yes,Yes
Anochetus.graeffei,Tamil Nadu,Anochetus.graeffei_Tamil Nadu,Yes,Yes
Anochetus.graeffei,Thailand,Anochetus.graeffei_Thailand,Yes,Yes
Anochetus.graeffei,Uttar Pradesh,Anochetus.graeffei_Uttar Pradesh,Yes,Yes
Anochetus.graeffei,Vietnam,Anochetus.graeffei_Vietnam,Yes,Yes
Anochetus.graeffei,West Bengal,Anochetus.graeffei_West Bengal,Yes,Yes
Anochetus.graeffei,Yunnan,Anochetus.graeffei_Yunnan,Yes,Yes
Anochetus.mayri,Alagoas,Anochetus.mayri_Alagoas,Yes,Yes
Anochetus.mayri,Amazonas,Anochetus.mayri_Amazonas,Yes,Yes
Anochetus.mayri,Amazonas_Brazil,Anochetus.mayri_Amazonas_Brazil,Yes,Yes
Anochetus.mayri,Bahamas,Anochetus.mayri_Bahamas,Yes,Yes
Anochetus.mayri,Bahia,Anochetus.mayri_Bahia,Yes,Yes
Anochetus.mayri,Belize,Anochetus.mayri_Belize,Yes,Yes
Anochetus.mayri,Bolivia,Anochetus.mayri_Bolivia,Yes,Yes
Anochetus.mayri,Campeche,Anochetus.mayri_Campeche,Yes,Yes
Anochetus.mayri,Caqueta,Anochetus.mayri_Caqueta,Yes,Yes
Anochetus.mayri,Cauca,Anochetus.mayri_Cauca,Yes,Yes
Anochetus.mayri,Chiapas,Anochetus.mayri_Chiapas,Yes,Yes
Anochetus.mayri,Cordoba Argentina,Anochetus.mayri_Cordoba Argentina,Yes,Yes
Anochetus.mayri,Corrientes,Anochetus.mayri_Corrientes,Yes,Yes
Anochetus.mayri,Costa Rica,Anochetus.mayri_Costa Rica,Yes,Yes
Anochetus.mayri,Cuba,Anochetus.mayri_Cuba,Yes,Yes
Anochetus.mayri,Ecuador,Anochetus.mayri_Ecuador,Yes,Yes
Anochetus.mayri,El Salvador,Anochetus.mayri_El Salvador,Yes,Yes
Anochetus.mayri,Espirito Santo,Anochetus.mayri_Espirito Santo,Yes,Yes
Anochetus.mayri,Formosa,Anochetus.mayri_Formosa,Yes,Yes
Anochetus.mayri,French Guiana,Anochetus.mayri_French Guiana,Yes,Yes
Anochetus.mayri,Guatemala,Anochetus.mayri_Guatemala,Yes,Yes
Anochetus.mayri,Guyana,Anochetus.mayri_Guyana,Yes,Yes
Anochetus.mayri,Hispaniola,Anochetus.mayri_Hispaniola,Yes,Yes
Anochetus.mayri,Honduras,Anochetus.mayri_Honduras,Yes,Yes
Anochetus.mayri,Jalisco,Anochetus.mayri_Jalisco,Yes,Yes
Anochetus.mayri,Jamaica,Anochetus.mayri_Jamaica,Yes,Yes
Anochetus.mayri,Jujuy,Anochetus.mayri_Jujuy,Yes,Yes
Anochetus.mayri,Lesser Antilles,Anochetus.mayri_Lesser Antilles,Yes,Yes
Anochetus.mayri,Magdalena,Anochetus.mayri_Magdalena,Yes,Yes
Anochetus.mayri,Maranhao,Anochetus.mayri_Maranhao,Yes,Yes
Anochetus.mayri,Mato Grosso,Anochetus.mayri_Mato Grosso,Yes,Yes
Anochetus.mayri,Mato Grosso do Sul,Anochetus.mayri_Mato Grosso do Sul,Yes,Yes
Anochetus.mayri,Meta,Anochetus.mayri_Meta,Yes,Yes
Anochetus.mayri,Minas Gerais,Anochetus.mayri_Minas Gerais,Yes,Yes
Anochetus.mayri,Morelos,Anochetus.mayri_Morelos,Yes,Yes
Anochetus.mayri,Nicaragua,Anochetus.mayri_Nicaragua,Yes,Yes
Anochetus.mayri,Oaxaca,Anochetus.mayri_Oaxaca,Yes,Yes
Anochetus.mayri,Panama,Anochetus.mayri_Panama,Yes,Yes
Anochetus.mayri,Para,Anochetus.mayri_Para,Yes,Yes
Anochetus.mayri,Paraguay,Anochetus.mayri_Paraguay,Yes,Yes
Anochetus.mayri,Paraiba,Anochetus.mayri_Paraiba,Yes,Yes
Anochetus.mayri,Pernambuco,Anochetus.mayri_Pernambuco,Yes,Yes
Anochetus.mayri,Peru,Anochetus.mayri_Peru,Yes,Yes
Anochetus.mayri,Puerto Rico,Anochetus.mayri_Puerto Rico,Yes,Yes
Anochetus.mayri,Putumayo,Anochetus.mayri_Putumayo,Yes,Yes
Anochetus.mayri,Quintana Roo,Anochetus.mayri_Quintana Roo,Yes,Yes
