valid_species_name,bentity2_name,label,Native Range 1st,Final
Monomorium.floricola,Sumatra,Monomorium.floricola_Sumatra,Yes,Yes
Monomorium.floricola,Taiwan,Monomorium.floricola_Taiwan,Yes,Yes
Monomorium.floricola,Tamil Nadu,Monomorium.floricola_Tamil Nadu,Yes,Yes
Monomorium.floricola,Thailand,Monomorium.floricola_Thailand,Yes,Yes
Monomorium.floricola,Tripura,Monomorium.floricola_Tripura,Yes,Yes
Monomorium.floricola,Uttar Pradesh,Monomorium.floricola_Uttar Pradesh,Yes,Yes
Monomorium.floricola,Vietnam,Monomorium.floricola_Vietnam,Yes,Yes
Monomorium.floricola,West Bengal,Monomorium.floricola_West Bengal,Yes,Yes
Monomorium.floricola,Yunnan,Monomorium.floricola_Yunnan,Yes,Yes
Monomorium.floricola,Zhejiang,Monomorium.floricola_Zhejiang,Yes,Yes
Monomorium.holothir,Ghana,Monomorium.holothir_Ghana,Yes,Yes
Monomorium.holothir,Kenya,Monomorium.holothir_Kenya,Yes,Yes
Monomorium.holothir,South Africa,Monomorium.holothir_South Africa,Yes,Yes
Monomorium.indicum,Afghanistan,Monomorium.indicum_Afghanistan,Yes,Yes
Monomorium.indicum,Andhra Pradesh,Monomorium.indicum_Andhra Pradesh,Yes,Yes
Monomorium.indicum,Arunachal Pradesh,Monomorium.indicum_Arunachal Pradesh,Yes,Yes
Monomorium.indicum,Assam,Monomorium.indicum_Assam,Yes,Yes
Monomorium.indicum,Gujarat,Monomorium.indicum_Gujarat,Yes,Yes
Monomorium.indicum,Haryana,Monomorium.indicum_Haryana,Yes,Yes
Monomorium.indicum,Himachal Pradesh,Monomorium.indicum_Himachal Pradesh,Yes,Yes
Monomorium.indicum,Iran,Monomorium.indicum_Iran,Yes,Yes
Monomorium.indicum,Jammu & Kashmir,Monomorium.indicum_Jammu & Kashmir,Yes,Yes
Monomorium.indicum,Karnataka,Monomorium.indicum_Karnataka,Yes,Yes
Monomorium.indicum,Maharashtra,Monomorium.indicum_Maharashtra,Yes,Yes
Monomorium.indicum,Manipur,Monomorium.indicum_Manipur,Yes,Yes
Monomorium.indicum,Myanmar,Monomorium.indicum_Myanmar,Yes,Yes
Monomorium.indicum,Nagaland,Monomorium.indicum_Nagaland,Yes,Yes
Monomorium.indicum,Orissa,Monomorium.indicum_Orissa,Yes,Yes
Monomorium.indicum,Pakistan,Monomorium.indicum_Pakistan,Yes,Yes
Monomorium.indicum,Punjab,Monomorium.indicum_Punjab,Yes,Yes
Monomorium.indicum,Rajasthan,Monomorium.indicum_Rajasthan,Yes,Yes
Monomorium.indicum,Sikkim,Monomorium.indicum_Sikkim,Yes,Yes
Monomorium.indicum,Tamil Nadu,Monomorium.indicum_Tamil Nadu,Yes,Yes
Monomorium.indicum,Turkmenistan,Monomorium.indicum_Turkmenistan,Yes,Yes
Monomorium.indicum,Uttar Pradesh,Monomorium.indicum_Uttar Pradesh,Yes,Yes
Monomorium.indicum,West Bengal,Monomorium.indicum_West Bengal,Yes,Yes
Monomorium.intrudens,Chubu,Monomorium.intrudens_Chubu,Yes,Yes
Monomorium.intrudens,Chugoku,Monomorium.intrudens_Chugoku,Yes,Yes
Monomorium.intrudens,Daito Islands,Monomorium.intrudens_Daito Islands,Yes,Yes
Monomorium.intrudens,Guangxi,Monomorium.intrudens_Guangxi,Yes,Yes
Monomorium.intrudens,Hubei,Monomorium.intrudens_Hubei,Yes,Yes
Monomorium.intrudens,Hunan,Monomorium.intrudens_Hunan,Yes,Yes
Monomorium.intrudens,Izu Islands,Monomorium.intrudens_Izu Islands,Yes,Yes
Monomorium.intrudens,Jeju Island,Monomorium.intrudens_Jeju Island,Yes,Yes
Monomorium.intrudens,Jiangsu,Monomorium.intrudens_Jiangsu,Yes,Yes
Monomorium.intrudens,Kanto,Monomorium.intrudens_Kanto,Yes,Yes
Monomorium.intrudens,Kinki,Monomorium.intrudens_Kinki,Yes,Yes
Monomorium.intrudens,Kyushu,Monomorium.intrudens_Kyushu,Yes,Yes
Monomorium.intrudens,Oki Islands,Monomorium.intrudens_Oki Islands,Yes,Yes
Monomorium.intrudens,Okinawa,Monomorium.intrudens_Okinawa,Yes,Yes
Monomorium.intrudens,Satsunan Islands,Monomorium.intrudens_Satsunan Islands,Yes,Yes
Monomorium.intrudens,Shanghai,Monomorium.intrudens_Shanghai,Yes,Yes
Monomorium.intrudens,Shikoku,Monomorium.intrudens_Shikoku,Yes,Yes
Monomorium.intrudens,South Korea,Monomorium.intrudens_South Korea,Yes,Yes
Monomorium.intrudens,Taiwan,Monomorium.intrudens_Taiwan,Yes,Yes
Monomorium.intrudens,Tohoku,Monomorium.intrudens_Tohoku,Yes,Yes
Monomorium.intrudens,Tsushima Island,Monomorium.intrudens_Tsushima Island,Yes,Yes
Monomorium.intrudens,Yaeyama Islands,Monomorium.intrudens_Yaeyama Islands,Yes,Yes
Monomorium.liliuokalanii,Krakatau Islands,Monomorium.liliuokalanii_Krakatau Islands,Yes,Yes
Monomorium.liliuokalanii,Malaysia and Singapore,Monomorium.liliuokalanii_Malaysia and Singapore,Yes,Yes
Monomorium.minimum,Aguascalientes,Monomorium.minimum_Aguascalientes,Yes,Yes
Monomorium.minimum,Alabama,Monomorium.minimum_Alabama,Yes,Yes
Monomorium.minimum,Alberta,Monomorium.minimum_Alberta,Yes,Yes
Monomorium.minimum,Arizona,Monomorium.minimum_Arizona,Yes,Yes
Monomorium.minimum,Arkansas,Monomorium.minimum_Arkansas,Yes,Yes
Monomorium.minimum,Baja California,Monomorium.minimum_Baja California,Yes,Yes
Monomorium.minimum,British Columbia,Monomorium.minimum_British Columbia,Yes,Yes
Monomorium.minimum,California,Monomorium.minimum_California,Yes,Yes
Monomorium.minimum,Campeche,Monomorium.minimum_Campeche,Yes,Yes
Monomorium.minimum,Chihuahua,Monomorium.minimum_Chihuahua,Yes,Yes
Monomorium.minimum,Coahuila,Monomorium.minimum_Coahuila,Yes,Yes
Monomorium.minimum,Colorado,Monomorium.minimum_Colorado,Yes,Yes
Monomorium.minimum,Connecticut,Monomorium.minimum_Connecticut,Yes,Yes
Monomorium.minimum,Delaware,Monomorium.minimum_Delaware,Yes,Yes
Monomorium.minimum,District of Columbia,Monomorium.minimum_District of Columbia,Yes,Yes
Monomorium.minimum,Distrito Federal Mexico,Monomorium.minimum_Distrito Federal Mexico,Yes,Yes
Monomorium.minimum,Durango,Monomorium.minimum_Durango,Yes,Yes
Monomorium.minimum,Georgia US,Monomorium.minimum_Georgia US,Yes,Yes
Monomorium.minimum,Guanajuato,Monomorium.minimum_Guanajuato,Yes,Yes
Monomorium.minimum,Guerrero,Monomorium.minimum_Guerrero,Yes,Yes
Monomorium.minimum,Hidalgo,Monomorium.minimum_Hidalgo,Yes,Yes
Monomorium.minimum,Idaho,Monomorium.minimum_Idaho,Yes,Yes
Monomorium.minimum,Illinois,Monomorium.minimum_Illinois,Yes,Yes
Monomorium.minimum,Indiana,Monomorium.minimum_Indiana,Yes,Yes
Monomorium.minimum,Iowa,Monomorium.minimum_Iowa,Yes,Yes
Monomorium.minimum,Jalisco,Monomorium.minimum_Jalisco,Yes,Yes
Monomorium.minimum,Kansas,Monomorium.minimum_Kansas,Yes,Yes
Monomorium.minimum,Kentucky,Monomorium.minimum_Kentucky,Yes,Yes
Monomorium.minimum,Louisiana,Monomorium.minimum_Louisiana,Yes,Yes
Monomorium.minimum,Maine,Monomorium.minimum_Maine,Yes,Yes
Monomorium.minimum,Maryland,Monomorium.minimum_Maryland,Yes,Yes
Monomorium.minimum,Massachusetts,Monomorium.minimum_Massachusetts,Yes,Yes
Monomorium.minimum,Mexico,Monomorium.minimum_Mexico,Yes,Yes
Monomorium.minimum,Michigan,Monomorium.minimum_Michigan,Yes,Yes
Monomorium.minimum,Michoacan,Monomorium.minimum_Michoacan,Yes,Yes
Monomorium.minimum,Minnesota,Monomorium.minimum_Minnesota,Yes,Yes
Monomorium.minimum,Mississippi,Monomorium.minimum_Mississippi,Yes,Yes
Monomorium.minimum,Missouri,Monomorium.minimum_Missouri,Yes,Yes
Monomorium.minimum,Montana,Monomorium.minimum_Montana,Yes,Yes
Monomorium.minimum,Morelos,Monomorium.minimum_Morelos,Yes,Yes
Monomorium.minimum,Nayarit,Monomorium.minimum_Nayarit,Yes,Yes
Monomorium.minimum,Nebraska,Monomorium.minimum_Nebraska,Yes,Yes
Monomorium.minimum,Nevada,Monomorium.minimum_Nevada,Yes,Yes
Monomorium.minimum,New Hampshire,Monomorium.minimum_New Hampshire,Yes,Yes
Monomorium.minimum,New Jersey,Monomorium.minimum_New Jersey,Yes,Yes
Monomorium.minimum,New Mexico,Monomorium.minimum_New Mexico,Yes,Yes
Monomorium.minimum,New York,Monomorium.minimum_New York,Yes,Yes
Monomorium.minimum,North Carolina,Monomorium.minimum_North Carolina,Yes,Yes
Monomorium.minimum,North Dakota,Monomorium.minimum_North Dakota,Yes,Yes
Monomorium.minimum,Nuevo Leon,Monomorium.minimum_Nuevo Leon,Yes,Yes
Monomorium.minimum,Oaxaca,Monomorium.minimum_Oaxaca,Yes,Yes
Monomorium.minimum,Ohio,Monomorium.minimum_Ohio,Yes,Yes
Monomorium.minimum,Oklahoma,Monomorium.minimum_Oklahoma,Yes,Yes
Monomorium.minimum,Ontario,Monomorium.minimum_Ontario,Yes,Yes
Monomorium.minimum,Pennsylvania,Monomorium.minimum_Pennsylvania,Yes,Yes
Monomorium.minimum,Puebla,Monomorium.minimum_Puebla,Yes,Yes
Monomorium.minimum,Quebec,Monomorium.minimum_Quebec,Yes,Yes
Monomorium.minimum,Queretaro,Monomorium.minimum_Queretaro,Yes,Yes
Monomorium.minimum,Quintana Roo,Monomorium.minimum_Quintana Roo,Yes,Yes
Monomorium.minimum,Rhode Island,Monomorium.minimum_Rhode Island,Yes,Yes
Monomorium.minimum,Saskatchewan,Monomorium.minimum_Saskatchewan,Yes,Yes
Monomorium.minimum,Sinaloa,Monomorium.minimum_Sinaloa,Yes,Yes
Monomorium.minimum,Sonora,Monomorium.minimum_Sonora,Yes,Yes
Monomorium.minimum,South Carolina,Monomorium.minimum_South Carolina,Yes,Yes
Monomorium.minimum,South Dakota,Monomorium.minimum_South Dakota,Yes,Yes
Monomorium.minimum,Tamaulipas,Monomorium.minimum_Tamaulipas,Yes,Yes
Monomorium.minimum,Tennessee,Monomorium.minimum_Tennessee,Yes,Yes
Monomorium.minimum,Texas,Monomorium.minimum_Texas,Yes,Yes
Monomorium.minimum,Tlaxcala,Monomorium.minimum_Tlaxcala,Yes,Yes
Monomorium.minimum,Utah,Monomorium.minimum_Utah,Yes,Yes
Monomorium.minimum,Veracruz,Monomorium.minimum_Veracruz,Yes,Yes
Monomorium.minimum,Virginia,Monomorium.minimum_Virginia,Yes,Yes
Monomorium.minimum,Wisconsin,Monomorium.minimum_Wisconsin,Yes,Yes
Monomorium.minimum,Wyoming,Monomorium.minimum_Wyoming,Yes,Yes
Monomorium.minimum,Yucatan,Monomorium.minimum_Yucatan,Yes,Yes
Monomorium.monomorium,Aegean Islands,Monomorium.monomorium_Aegean Islands,Yes,Yes
Monomorium.monomorium,Albania,Monomorium.monomorium_Albania,Yes,Yes
Monomorium.monomorium,Bosnia and Herzegovina,Monomorium.monomorium_Bosnia and Herzegovina,Yes,Yes
Monomorium.monomorium,Bulgaria,Monomorium.monomorium_Bulgaria,Yes,Yes
Monomorium.monomorium,Crete,Monomorium.monomorium_Crete,Yes,Yes
Monomorium.monomorium,Croatia,Monomorium.monomorium_Croatia,Yes,Yes
Monomorium.monomorium,France,Monomorium.monomorium_France,Yes,Yes
Monomorium.monomorium,Greece,Monomorium.monomorium_Greece,Yes,Yes
Monomorium.monomorium,Ionian Islands,Monomorium.monomorium_Ionian Islands,Yes,Yes
Monomorium.monomorium,Israel and Palestine,Monomorium.monomorium_Israel and Palestine,Yes,Yes
Monomorium.monomorium,Italy,Monomorium.monomorium_Italy,Yes,Yes
Monomorium.monomorium,Lebanon,Monomorium.monomorium_Lebanon,Yes,Yes
Monomorium.monomorium,Montenegro,Monomorium.monomorium_Montenegro,Yes,Yes
Monomorium.monomorium,Portugal,Monomorium.monomorium_Portugal,Yes,Yes
Monomorium.monomorium,Serbia,Monomorium.monomorium_Serbia,Yes,Yes
Monomorium.monomorium,Sicily,Monomorium.monomorium_Sicily,Yes,Yes
Monomorium.monomorium,Slovenia,Monomorium.monomorium_Slovenia,Yes,Yes
Monomorium.monomorium,Spain,Monomorium.monomorium_Spain,Yes,Yes
Monomorium.monomorium,Syria,Monomorium.monomorium_Syria,Yes,Yes
Monomorium.monomorium,Turkey,Monomorium.monomorium_Turkey,Yes,Yes
Monomorium.pharaonis,Angola,Monomorium.pharaonis_Angola,Yes,Yes
Monomorium.pharaonis,Cameroon,Monomorium.pharaonis_Cameroon,Yes,Yes
Monomorium.pharaonis,Cameroon line Archipelago,Monomorium.pharaonis_Cameroon line Archipelago,Yes,Yes
Monomorium.pharaonis,Central African Republic,Monomorium.pharaonis_Central African Republic,Yes,Yes
Monomorium.pharaonis,Djibouti,Monomorium.pharaonis_Djibouti,Yes,Yes
Monomorium.pharaonis,Egypt,Monomorium.pharaonis_Egypt,Yes,Yes
Monomorium.pharaonis,Equatorial Guinea,Monomorium.pharaonis_Equatorial Guinea,Yes,Yes
Monomorium.pharaonis,Eritrea,Monomorium.pharaonis_Eritrea,Yes,Yes
Monomorium.pharaonis,Gabon,Monomorium.pharaonis_Gabon,Yes,Yes
Monomorium.pharaonis,Ghana,Monomorium.pharaonis_Ghana,Yes,Yes
Monomorium.pharaonis,Guinea,Monomorium.pharaonis_Guinea,Yes,Yes
Monomorium.pharaonis,Ivory Coast,Monomorium.pharaonis_Ivory Coast,Yes,Yes
Monomorium.pharaonis,Kenya,Monomorium.pharaonis_Kenya,Yes,Yes
Monomorium.pharaonis,Liberia,Monomorium.pharaonis_Liberia,Yes,Yes
Monomorium.pharaonis,Libya,Monomorium.pharaonis_Libya,Yes,Yes
Monomorium.pharaonis,Mali,Monomorium.pharaonis_Mali,Yes,Yes
Monomorium.pharaonis,Mozambique,Monomorium.pharaonis_Mozambique,Yes,Yes
Monomorium.pharaonis,Mozambique Channel Islands,Monomorium.pharaonis_Mozambique Channel Islands,Yes,Yes
Monomorium.pharaonis,Nigeria,Monomorium.pharaonis_Nigeria,Yes,Yes
Monomorium.pharaonis,Russia Northwest,Monomorium.pharaonis_Russia Northwest,Yes,No
Monomorium.pharaonis,Senegal,Monomorium.pharaonis_Senegal,Yes,Yes
Monomorium.pharaonis,Somalia,Monomorium.pharaonis_Somalia,Yes,Yes
Monomorium.pharaonis,South Africa,Monomorium.pharaonis_South Africa,Yes,Yes
Monomorium.pharaonis,Sudan,Monomorium.pharaonis_Sudan,Yes,Yes
Monomorium.pharaonis,Tanzania,Monomorium.pharaonis_Tanzania,Yes,Yes
Monomorium.pharaonis,Togo,Monomorium.pharaonis_Togo,Yes,Yes
Monomorium.pharaonis,Uganda,Monomorium.pharaonis_Uganda,Yes,Yes
Monomorium.pharaonis,Yunnan,Monomorium.pharaonis_Yunnan,Yes,No
Monomorium.pharaonis,Zaire,Monomorium.pharaonis_Zaire,Yes,Yes
Monomorium.pharaonis,Zanzibar Archipelago,Monomorium.pharaonis_Zanzibar Archipelago,Yes,Yes
Monomorium.pharaonis,Zimbabwe,Monomorium.pharaonis_Zimbabwe,Yes,Yes
Monomorium.salomonis,Algeria,Monomorium.salomonis_Algeria,Yes,Yes
Monomorium.salomonis,Balearic Islands,Monomorium.salomonis_Balearic Islands,Yes,Yes
Monomorium.salomonis,Canary Islands,Monomorium.salomonis_Canary Islands,Yes,Yes
Monomorium.salomonis,Egypt,Monomorium.salomonis_Egypt,Yes,Yes
Monomorium.salomonis,Eritrea,Monomorium.salomonis_Eritrea,Yes,Yes
Monomorium.salomonis,Ethiopia,Monomorium.salomonis_Ethiopia,Yes,Yes
Monomorium.salomonis,Galite Islands,Monomorium.salomonis_Galite Islands,Yes,Yes
Monomorium.salomonis,Israel and Palestine,Monomorium.salomonis_Israel and Palestine,Yes,Yes
Monomorium.salomonis,Jordan,Monomorium.salomonis_Jordan,Yes,Yes
Monomorium.salomonis,Kuwait,Monomorium.salomonis_Kuwait,Yes,Yes
Monomorium.salomonis,Lebanon,Monomorium.salomonis_Lebanon,Yes,Yes
Monomorium.salomonis,Libya,Monomorium.salomonis_Libya,Yes,Yes
Monomorium.salomonis,Mali,Monomorium.salomonis_Mali,Yes,Yes
Monomorium.salomonis,Morocco,Monomorium.salomonis_Morocco,Yes,Yes
Monomorium.salomonis,Saudi Arabia,Monomorium.salomonis_Saudi Arabia,Yes,Yes
Monomorium.salomonis,Senegal,Monomorium.salomonis_Senegal,Yes,Yes
Monomorium.salomonis,Spain,Monomorium.salomonis_Spain,Yes,Yes
Monomorium.salomonis,Sudan,Monomorium.salomonis_Sudan,Yes,Yes
Monomorium.salomonis,Tunisia,Monomorium.salomonis_Tunisia,Yes,Yes
Monomorium.subopacum,Aegean Islands,Monomorium.subopacum_Aegean Islands,Yes,Yes
Monomorium.subopacum,Algeria,Monomorium.subopacum_Algeria,Yes,Yes
Monomorium.subopacum,Balearic Islands,Monomorium.subopacum_Balearic Islands,Yes,Yes
Monomorium.subopacum,Canary Islands,Monomorium.subopacum_Canary Islands,Yes,Yes
Monomorium.subopacum,Cape Verde archipelago,Monomorium.subopacum_Cape Verde archipelago,Yes,Yes
Monomorium.subopacum,Cyprus,Monomorium.subopacum_Cyprus,Yes,Yes
Monomorium.subopacum,Egypt,Monomorium.subopacum_Egypt,Yes,Yes
Monomorium.subopacum,Ethiopia,Monomorium.subopacum_Ethiopia,Yes,Yes
Monomorium.subopacum,Galite Islands,Monomorium.subopacum_Galite Islands,Yes,Yes
Monomorium.subopacum,Georgia_Europe(country),Monomorium.subopacum_Georgia_Europe(country),Yes,Yes
Monomorium.subopacum,Ghana,Monomorium.subopacum_Ghana,Yes,Yes
Monomorium.subopacum,Greece,Monomorium.subopacum_Greece,Yes,Yes
Monomorium.subopacum,Iran,Monomorium.subopacum_Iran,Yes,Yes
Monomorium.subopacum,Iraq,Monomorium.subopacum_Iraq,Yes,Yes
Monomorium.subopacum,Israel and Palestine,Monomorium.subopacum_Israel and Palestine,Yes,Yes
Monomorium.subopacum,Italy,Monomorium.subopacum_Italy,Yes,Yes
Monomorium.subopacum,Kenya,Monomorium.subopacum_Kenya,Yes,Yes
Monomorium.subopacum,Lebanon,Monomorium.subopacum_Lebanon,Yes,Yes
Monomorium.subopacum,Libya,Monomorium.subopacum_Libya,Yes,Yes
Monomorium.subopacum,Madeira Islands,Monomorium.subopacum_Madeira Islands,Yes,Yes
Monomorium.subopacum,Mali,Monomorium.subopacum_Mali,Yes,Yes
Monomorium.subopacum,Malta,Monomorium.subopacum_Malta,Yes,Yes
Monomorium.subopacum,Morocco,Monomorium.subopacum_Morocco,Yes,Yes
Monomorium.subopacum,Niger,Monomorium.subopacum_Niger,Yes,Yes
Monomorium.subopacum,Oman,Monomorium.subopacum_Oman,Yes,Yes
Monomorium.subopacum,Pantelleria Island,Monomorium.subopacum_Pantelleria Island,Yes,Yes
Monomorium.subopacum,Pelagie Islands,Monomorium.subopacum_Pelagie Islands,Yes,Yes
Monomorium.subopacum,Portugal,Monomorium.subopacum_Portugal,Yes,Yes
Monomorium.subopacum,Qatar,Monomorium.subopacum_Qatar,Yes,Yes
Monomorium.subopacum,Sardinia,Monomorium.subopacum_Sardinia,Yes,Yes
Monomorium.subopacum,Saudi Arabia,Monomorium.subopacum_Saudi Arabia,Yes,Yes
Monomorium.subopacum,Senegal,Monomorium.subopacum_Senegal,Yes,Yes
Monomorium.subopacum,Serbia,Monomorium.subopacum_Serbia,Yes,Yes
Monomorium.subopacum,Sicily,Monomorium.subopacum_Sicily,Yes,Yes
Monomorium.subopacum,Somalia,Monomorium.subopacum_Somalia,Yes,Yes
Monomorium.subopacum,Spain,Monomorium.subopacum_Spain,Yes,Yes
Monomorium.subopacum,Syria,Monomorium.subopacum_Syria,Yes,Yes
Monomorium.subopacum,Tunisia,Monomorium.subopacum_Tunisia,Yes,Yes
Monomorium.subopacum,Turkey,Monomorium.subopacum_Turkey,Yes,Yes
Monomorium.subopacum,United Arab Emirates,Monomorium.subopacum_United Arab Emirates,Yes,Yes
Monomorium.subopacum,Yemen,Monomorium.subopacum_Yemen,Yes,Yes
Monomorium.sydneyense,New South Wales,Monomorium.sydneyense_New South Wales,Yes,Yes
Monomorium.sydneyense,North Western Australia,Monomorium.sydneyense_North Western Australia,Yes,Yes
Monomorium.sydneyense,Northern Territory,Monomorium.sydneyense_Northern Territory,Yes,Yes
Monomorium.sydneyense,Queensland,Monomorium.sydneyense_Queensland,Yes,Yes
Monomorium.sydneyense,South Australia,Monomorium.sydneyense_South Australia,Yes,Yes
Monomorium.sydneyense,South Western Australia,Monomorium.sydneyense_South Western Australia,Yes,Yes
Monomorium.sydneyense,Tasmania,Monomorium.sydneyense_Tasmania,Yes,Yes
Monomorium.sydneyense,Victoria,Monomorium.sydneyense_Victoria,Yes,Yes
Monomorium.trageri,Alabama,Monomorium.trageri_Alabama,Yes,Yes
Monomorium.trageri,Florida,Monomorium.trageri_Florida,Yes,Yes
Monomorium.trageri,Georgia US,Monomorium.trageri_Georgia US,Yes,Yes
Monomorium.trageri,North Carolina,Monomorium.trageri_North Carolina,Yes,Yes
Myrmecia.brevinoda,New South Wales,Myrmecia.brevinoda_New South Wales,Yes,Yes
Myrmecia.brevinoda,Queensland,Myrmecia.brevinoda_Queensland,Yes,Yes
Myrmecia.brevinoda,South Australia,Myrmecia.brevinoda_South Australia,Yes,Yes
Myrmecia.brevinoda,South Western Australia,Myrmecia.brevinoda_South Western Australia,Yes,Yes
Myrmecia.brevinoda,Victoria,Myrmecia.brevinoda_Victoria,Yes,Yes
Myrmecia.gulosa,New South Wales,Myrmecia.gulosa_New South Wales,Yes,Yes
Myrmecia.gulosa,Queensland,Myrmecia.gulosa_Queensland,Yes,Yes
Myrmecia.gulosa,Victoria,Myrmecia.gulosa_Victoria,Yes,Yes
Myrmecia.nigrocincta,New South Wales,Myrmecia.nigrocincta_New South Wales,Yes,Yes
Myrmecia.nigrocincta,Queensland,Myrmecia.nigrocincta_Queensland,Yes,Yes
Myrmecia.nigrocincta,Victoria,Myrmecia.nigrocincta_Victoria,Yes,Yes
Myrmelachista.ramulorum,Bahamas,Myrmelachista.ramulorum_Bahamas,Yes,Yes
Myrmelachista.ramulorum,Hispaniola,Myrmelachista.ramulorum_Hispaniola,Yes,Yes
Myrmelachista.ramulorum,Lesser Antilles,Myrmelachista.ramulorum_Lesser Antilles,Yes,Yes
Myrmelachista.ramulorum,Puerto Rico,Myrmelachista.ramulorum_Puerto Rico,Yes,Yes
Myrmica.kotokui,Chubu,Myrmica.kotokui_Chubu,Yes,Yes
Myrmica.kotokui,Chugoku,Myrmica.kotokui_Chugoku,Yes,Yes
Myrmica.kotokui,Hokkaido,Myrmica.kotokui_Hokkaido,Yes,Yes
Myrmica.kotokui,Jeju Island,Myrmica.kotokui_Jeju Island,Yes,Yes
Myrmica.kotokui,Kanto,Myrmica.kotokui_Kanto,Yes,Yes
Myrmica.kotokui,Kinki,Myrmica.kotokui_Kinki,Yes,Yes
Myrmica.kotokui,Kuril Islands,Myrmica.kotokui_Kuril Islands,Yes,Yes
Myrmica.kotokui,Kyushu,Myrmica.kotokui_Kyushu,Yes,Yes
Myrmica.kotokui,North Korea,Myrmica.kotokui_North Korea,Yes,Yes
Myrmica.kotokui,Russia East,Myrmica.kotokui_Russia East,Yes,Yes
Myrmica.kotokui,Sakhalin Island,Myrmica.kotokui_Sakhalin Island,Yes,Yes
Myrmica.kotokui,Satsunan Islands,Myrmica.kotokui_Satsunan Islands,Yes,Yes
Myrmica.kotokui,Shikoku,Myrmica.kotokui_Shikoku,Yes,Yes
Myrmica.kotokui,South Korea,Myrmica.kotokui_South Korea,Yes,Yes
Myrmica.kotokui,Tohoku,Myrmica.kotokui_Tohoku,Yes,Yes
Myrmica.lobulicornis,Andorra,Myrmica.lobulicornis_Andorra,Yes,Yes
Myrmica.lobulicornis,Austria,Myrmica.lobulicornis_Austria,Yes,Yes
Myrmica.lobulicornis,France,Myrmica.lobulicornis_France,Yes,Yes
Myrmica.lobulicornis,Germany,Myrmica.lobulicornis_Germany,Yes,Yes
Myrmica.lobulicornis,Italy,Myrmica.lobulicornis_Italy,Yes,Yes
Myrmica.lobulicornis,Liechtenstein,Myrmica.lobulicornis_Liechtenstein,Yes,Yes
Myrmica.lobulicornis,Sicily,Myrmica.lobulicornis_Sicily,Yes,Yes
Myrmica.lobulicornis,Slovenia,Myrmica.lobulicornis_Slovenia,Yes,Yes
Myrmica.lobulicornis,Spain,Myrmica.lobulicornis_Spain,Yes,Yes
Myrmica.lobulicornis,Switzerland,Myrmica.lobulicornis_Switzerland,Yes,Yes
Myrmica.punctiventris,Alabama,Myrmica.punctiventris_Alabama,Yes,Yes
Myrmica.punctiventris,Arkansas,Myrmica.punctiventris_Arkansas,Yes,Yes
Myrmica.punctiventris,Connecticut,Myrmica.punctiventris_Connecticut,Yes,Yes
Myrmica.punctiventris,Delaware,Myrmica.punctiventris_Delaware,Yes,Yes
Myrmica.punctiventris,District of Columbia,Myrmica.punctiventris_District of Columbia,Yes,Yes
Myrmica.punctiventris,Florida,Myrmica.punctiventris_Florida,Yes,Yes
Myrmica.punctiventris,Georgia US,Myrmica.punctiventris_Georgia US,Yes,Yes
Myrmica.punctiventris,Illinois,Myrmica.punctiventris_Illinois,Yes,Yes
Myrmica.punctiventris,Indiana,Myrmica.punctiventris_Indiana,Yes,Yes
Myrmica.punctiventris,Iowa,Myrmica.punctiventris_Iowa,Yes,Yes
Myrmica.punctiventris,Kansas,Myrmica.punctiventris_Kansas,Yes,Yes
Myrmica.punctiventris,Louisiana,Myrmica.punctiventris_Louisiana,Yes,Yes
Myrmica.punctiventris,Maine,Myrmica.punctiventris_Maine,Yes,Yes
Myrmica.punctiventris,Maryland,Myrmica.punctiventris_Maryland,Yes,Yes
Myrmica.punctiventris,Massachusetts,Myrmica.punctiventris_Massachusetts,Yes,Yes
Myrmica.punctiventris,Michigan,Myrmica.punctiventris_Michigan,Yes,Yes
Myrmica.punctiventris,Minnesota,Myrmica.punctiventris_Minnesota,Yes,Yes
Myrmica.punctiventris,Mississippi,Myrmica.punctiventris_Mississippi,Yes,Yes
Myrmica.punctiventris,Missouri,Myrmica.punctiventris_Missouri,Yes,Yes
Myrmica.punctiventris,Nebraska,Myrmica.punctiventris_Nebraska,Yes,Yes
Myrmica.punctiventris,New Hampshire,Myrmica.punctiventris_New Hampshire,Yes,Yes
Myrmica.punctiventris,New Jersey,Myrmica.punctiventris_New Jersey,Yes,Yes
Myrmica.punctiventris,New York,Myrmica.punctiventris_New York,Yes,Yes
Myrmica.punctiventris,North Carolina,Myrmica.punctiventris_North Carolina,Yes,Yes
Myrmica.punctiventris,Ohio,Myrmica.punctiventris_Ohio,Yes,Yes
Myrmica.punctiventris,Ontario,Myrmica.punctiventris_Ontario,Yes,Yes
Myrmica.punctiventris,Pennsylvania,Myrmica.punctiventris_Pennsylvania,Yes,Yes
Myrmica.punctiventris,Quebec,Myrmica.punctiventris_Quebec,Yes,Yes
Myrmica.punctiventris,Rhode Island,Myrmica.punctiventris_Rhode Island,Yes,Yes
Myrmica.punctiventris,South Carolina,Myrmica.punctiventris_South Carolina,Yes,Yes
Myrmica.punctiventris,Tennessee,Myrmica.punctiventris_Tennessee,Yes,Yes
Myrmica.punctiventris,Texas,Myrmica.punctiventris_Texas,Yes,Yes
Myrmica.punctiventris,Vermont,Myrmica.punctiventris_Vermont,Yes,Yes
